year,state,minimum_wage_effective,minimum_wage_2020_nominal,CPI_Average
1993,Kentucky,4.25,7.61,144.5
1993,Louisiana,4.25,7.61,144.5
1993,Maine,4.25,7.61,144.5
1993,Maryland,4.25,7.61,144.5
1993,Massachusetts,4.25,7.61,144.5
1993,Michigan,4.25,7.61,144.5
1993,Minnesota,4.25,7.61,144.5
1993,Mississippi,4.25,7.61,144.5
1993,Missouri,4.25,7.61,144.5
1993,Montana,4.25,7.61,144.5
1993,Nebraska,4.25,7.61,144.5
1993,Nevada,4.25,7.61,144.5
1993,New Hampshire,4.25,7.61,144.5
1993,New Jersey,4.25,7.61,144.5
1993,New Mexico,4.25,7.61,144.5
1993,New York,4.25,7.61,144.5
1993,North Carolina,4.25,7.61,144.5
1993,North Dakota,4.25,7.61,144.5
1993,Ohio,4.25,7.61,144.5
1993,Oklahoma,4.25,7.61,144.5
1993,Oregon,4.75,8.5,144.5
1993,Pennsylvania,4.25,7.61,144.5
1993,Puerto Rico,4.25,7.61,144.5
1993,Rhode Island,4.45,7.97,144.5
1993,South Carolina,4.25,7.61,144.5
1993,South Dakota,4.25,7.61,144.5
1993,Tennessee,4.25,7.61,144.5
1993,Texas,4.25,7.61,144.5
1993,U.S. Virgin Islands,4.65,8.32,144.5
1993,Utah,4.25,7.61,144.5
1993,Vermont,4.25,7.61,144.5
1993,Virginia,4.25,7.61,144.5
1993,Washington,4.25,7.61,144.5
1993,West Virginia,4.25,7.61,144.5
1993,Wisconsin,4.25,7.61,144.5
1993,Wyoming,4.25,7.61,144.5
1994,Alabama,4.25,7.42,148.2
1994,Alaska,4.75,8.29,148.2
1994,Arizona,4.25,7.42,148.2
1994,Arkansas,4.25,7.42,148.2
1994,California,4.25,7.42,148.2
1994,Colorado,4.25,7.42,148.2
1994,Connecticut,4.27,7.45,148.2
1994,Delaware,4.25,7.42,148.2
1994,District of Columbia,4.25,7.42,148.2
1994,Florida,4.25,7.42,148.2
1994,Georgia,4.25,7.42,148.2
1994,Guam,4.25,7.42,148.2
1994,Hawaii,5.25,9.16,148.2
1994,Idaho,4.25,7.42,148.2
1994,Illinois,4.25,7.42,148.2
1994,Indiana,4.25,7.42,148.2
1994,Iowa,4.65,8.12,148.2
1994,Kansas,4.25,7.42,148.2
1994,Kentucky,4.25,7.42,148.2
1994,Louisiana,4.25,7.42,148.2
1994,Maine,4.25,7.42,148.2
1994,Maryland,4.25,7.42,148.2
1994,Massachusetts,4.25,7.42,148.2
1994,Michigan,4.25,7.42,148.2
1994,Minnesota,4.25,7.42,148.2
1994,Mississippi,4.25,7.42,148.2
1994,Missouri,4.25,7.42,148.2
1994,Montana,4.25,7.42,148.2
1994,Nebraska,4.25,7.42,148.2
1994,Nevada,4.25,7.42,148.2
1994,New Hampshire,4.25,7.42,148.2
1994,New Jersey,5.05,8.81,148.2
1994,New Mexico,4.25,7.42,148.2
1994,New York,4.25,7.42,148.2
1994,North Carolina,4.25,7.42,148.2
1994,North Dakota,4.25,7.42,148.2
1994,Ohio,4.25,7.42,148.2
1994,Oklahoma,4.25,7.42,148.2
1994,Oregon,4.75,8.29,148.2
1994,Pennsylvania,4.25,7.42,148.2
1994,Puerto Rico,4.25,7.42,148.2
1994,Rhode Island,4.45,7.77,148.2
1994,South Carolina,4.25,7.42,148.2
1994,South Dakota,4.25,7.42,148.2
1994,Tennessee,4.25,7.42,148.2
1994,Texas,4.25,7.42,148.2
1994,U.S. Virgin Islands,4.65,8.12,148.2
1994,Utah,4.25,7.42,148.2
1994,Vermont,4.25,7.42,148.2
1994,Virginia,4.25,7.42,148.2
1994,Washington,4.25,7.42,148.2
1994,West Virginia,4.25,7.42,148.2
1994,Wisconsin,4.25,7.42,148.2
1994,Wyoming,4.25,7.42,148.2
1995,Alabama,4.25,7.21,152.4
1995,Alaska,4.75,8.06,152.4
1995,Arizona,4.25,7.21,152.4
1995,Arkansas,4.25,7.21,152.4
1995,California,4.25,7.21,152.4
1995,Colorado,4.25,7.21,152.4
1995,Connecticut,4.27,7.25,152.4
1995,Delaware,4.25,7.21,152.4
1995,District of Columbia,4.25,7.21,152.4
1995,Florida,4.25,7.21,152.4
1995,Georgia,4.25,7.21,152.4
1995,Guam,4.25,7.21,152.4
1995,Hawaii,5.25,8.91,152.4
1995,Idaho,4.25,7.21,152.4
1995,Illinois,4.25,7.21,152.4
1995,Indiana,4.25,7.21,152.4
1995,Iowa,4.65,7.89,152.4
1995,Kansas,4.25,7.21,152.4
1995,Kentucky,4.25,7.21,152.4
1995,Louisiana,4.25,7.21,152.4
1995,Maine,4.25,7.21,152.4
1995,Maryland,4.25,7.21,152.4
1995,Massachusetts,4.25,7.21,152.4
1995,Michigan,4.25,7.21,152.4
1995,Minnesota,4.25,7.21,152.4
1995,Mississippi,4.25,7.21,152.4
1995,Missouri,4.25,7.21,152.4
1995,Montana,4.25,7.21,152.4
1995,Nebraska,4.25,7.21,152.4
1995,Nevada,4.25,7.21,152.4
1995,New Hampshire,4.25,7.21,152.4
1995,New Jersey,5.05,8.57,152.4
1995,New Mexico,4.25,7.21,152.4
1995,New York,4.25,7.21,152.4
1995,North Carolina,4.25,7.21,152.4
1995,North Dakota,4.25,7.21,152.4
1995,Ohio,4.25,7.21,152.4
1995,Oklahoma,4.25,7.21,152.4
1995,Oregon,4.75,8.06,152.4
1995,Pennsylvania,4.25,7.21,152.4
1995,Puerto Rico,4.25,7.21,152.4
1995,Rhode Island,4.45,7.55,152.4
1995,South Carolina,4.25,7.21,152.4
1995,South Dakota,4.25,7.21,152.4
1995,Tennessee,4.25,7.21,152.4
1995,Texas,4.25,7.21,152.4
1995,U.S. Virgin Islands,4.65,7.89,152.4
1995,Utah,4.25,7.21,152.4
1995,Vermont,4.25,7.21,152.4
1995,Virginia,4.25,7.21,152.4
1995,Washington,4.25,7.21,152.4
1995,West Virginia,4.25,7.21,152.4
1995,Wisconsin,4.25,7.21,152.4
1995,Wyoming,4.25,7.21,152.4
1996,Alabama,4.25,7.01,156.9
1996,Alaska,4.75,7.83,156.9
1996,Arizona,4.25,7.01,156.9
1996,Arkansas,4.25,7.01,156.9
1996,California,4.25,7.01,156.9
1996,Colorado,4.25,7.01,156.9
1996,Connecticut,4.27,7.04,156.9
1996,Delaware,4.65,7.67,156.9
1996,District of Columbia,5.25,8.65,156.9
1996,Florida,4.25,7.01,156.9
1996,Georgia,4.25,7.01,156.9
1996,Guam,4.25,7.01,156.9
1996,Hawaii,5.25,8.65,156.9
1996,Idaho,4.25,7.01,156.9
1996,Illinois,4.25,7.01,156.9
1996,Indiana,4.25,7.01,156.9
1996,Iowa,4.65,7.67,156.9
1996,Kansas,4.25,7.01,156.9
1996,Kentucky,4.25,7.01,156.9
1996,Louisiana,4.25,7.01,156.9
1996,Maine,4.25,7.01,156.9
1996,Maryland,4.25,7.01,156.9
1996,Massachusetts,4.75,7.83,156.9
1996,Michigan,4.25,7.01,156.9
1996,Minnesota,4.25,7.01,156.9
1996,Mississippi,4.25,7.01,156.9
1996,Missouri,4.25,7.01,156.9
1996,Montana,4.25,7.01,156.9
1996,Nebraska,4.25,7.01,156.9
1996,Nevada,4.25,7.01,156.9
1996,New Hampshire,4.25,7.01,156.9
1996,New Jersey,5.05,8.33,156.9
1996,New Mexico,4.25,7.01,156.9
1996,New York,4.25,7.01,156.9
1996,North Carolina,4.25,7.01,156.9
1996,North Dakota,4.25,7.01,156.9
1996,Ohio,4.25,7.01,156.9
1996,Oklahoma,4.25,7.01,156.9
1996,Oregon,4.75,7.83,156.9
1996,Pennsylvania,4.25,7.01,156.9
1996,Puerto Rico,4.25,7.01,156.9
1996,Rhode Island,4.45,7.34,156.9
1996,South Carolina,4.25,7.01,156.9
1996,South Dakota,4.25,7.01,156.9
1996,Tennessee,4.25,7.01,156.9
1996,Texas,4.25,7.01,156.9
1996,U.S. Virgin Islands,4.65,7.67,156.9
1996,Utah,4.25,7.01,156.9
1996,Vermont,4.75,7.83,156.9
1996,Virginia,4.25,7.01,156.9
1996,Washington,4.9,8.08,156.9
1996,West Virginia,4.25,7.01,156.9
1996,Wisconsin,4.25,7.01,156.9
1996,Wyoming,4.25,7.01,156.9
1997,Alabama,4.75,7.66,160.5
1997,Alaska,5.25,8.46,160.5
1997,Arizona,4.75,7.66,160.5
1997,Arkansas,4.75,7.66,160.5
1997,California,4.75,7.66,160.5
1997,Colorado,4.75,7.66,160.5
1997,Connecticut,4.77,7.69,160.5
1997,Delaware,5,8.06,160.5
1997,District of Columbia,5.75,9.27,160.5
1997,Florida,4.75,7.66,160.5
1997,Georgia,4.75,7.66,160.5
1997,Guam,4.75,7.66,160.5
1997,Hawaii,5.25,8.46,160.5
1997,Idaho,4.75,7.66,160.5
1997,Illinois,4.75,7.66,160.5
1997,Indiana,4.75,7.66,160.5
1997,Iowa,4.75,7.66,160.5
1997,Kansas,4.75,7.66,160.5
1997,Kentucky,4.75,7.66,160.5
1997,Louisiana,4.75,7.66,160.5
1997,Maine,4.75,7.66,160.5
1997,Maryland,4.75,7.66,160.5
1997,Massachusetts,5.25,8.46,160.5
1997,Michigan,4.75,7.66,160.5
1997,Minnesota,4.75,7.66,160.5
1997,Mississippi,4.75,7.66,160.5
1997,Missouri,4.75,7.66,160.5
1997,Montana,4.75,7.66,160.5
1997,Nebraska,4.75,7.66,160.5
1997,Nevada,4.75,7.66,160.5
1997,New Hampshire,4.75,7.66,160.5
1997,New Jersey,5.05,8.14,160.5
1997,New Mexico,4.75,7.66,160.5
1997,New York,4.75,7.66,160.5
1997,North Carolina,4.75,7.66,160.5
1997,North Dakota,4.75,7.66,160.5
1997,Ohio,4.75,7.66,160.5
1997,Oklahoma,4.75,7.66,160.5
1997,Oregon,5.5,8.86,160.5
1997,Pennsylvania,4.75,7.66,160.5
1997,Puerto Rico,4.75,7.66,160.5
1997,Rhode Island,5.15,8.3,160.5
1997,South Carolina,4.75,7.66,160.5
1997,South Dakota,4.75,7.66,160.5
1997,Tennessee,4.75,7.66,160.5
1997,Texas,4.75,7.66,160.5
1997,U.S. Virgin Islands,4.75,7.66,160.5
1997,Utah,4.75,7.66,160.5
1997,Vermont,5,8.06,160.5
1997,Virginia,4.75,7.66,160.5
1997,Washington,4.9,7.9,160.5
1997,West Virginia,4.75,7.66,160.5
1997,Wisconsin,4.75,7.66,160.5
1997,Wyoming,4.75,7.66,160.5
1998,Alabama,5.15,8.17,163
1998,Alaska,5.65,8.97,163
1998,Arizona,5.15,8.17,163
1998,Arkansas,5.15,8.17,163
1998,California,5.15,8.17,163
1998,Colorado,5.15,8.17,163
1998,Connecticut,5.18,8.22,163
1998,Delaware,5.15,8.17,163
1998,District of Columbia,6.15,9.76,163
1998,Florida,5.15,8.17,163
1998,Georgia,5.15,8.17,163
1998,Guam,5.15,8.17,163
1998,Hawaii,5.25,8.33,163
1998,Idaho,5.15,8.17,163
1998,Illinois,5.15,8.17,163
1998,Indiana,5.15,8.17,163
1998,Iowa,5.15,8.17,163
1998,Kansas,5.15,8.17,163
1998,Kentucky,5.15,8.17,163
1998,Louisiana,5.15,8.17,163
1998,Maine,5.15,8.17,163
1998,Maryland,5.15,8.17,163
1998,Massachusetts,5.25,8.33,163
1998,Michigan,5.15,8.17,163
1998,Minnesota,5.15,8.17,163
1998,Mississippi,5.15,8.17,163
1998,Missouri,5.15,8.17,163
1998,Montana,5.15,8.17,163
1998,Nebraska,5.15,8.17,163
1998,Nevada,5.15,8.17,163
1998,New Hampshire,5.15,8.17,163
1998,New Jersey,5.15,8.17,163
1998,New Mexico,5.15,8.17,163
1998,New York,5.15,8.17,163
1998,North Carolina,5.15,8.17,163
1998,North Dakota,5.15,8.17,163
1998,Ohio,5.15,8.17,163
1998,Oklahoma,5.15,8.17,163
1998,Oregon,6,9.52,163
1998,Pennsylvania,5.15,8.17,163
1998,Puerto Rico,5.15,8.17,163
1998,Rhode Island,5.15,8.17,163
1998,South Carolina,5.15,8.17,163
1998,South Dakota,5.15,8.17,163
1998,Tennessee,5.15,8.17,163
1998,Texas,5.15,8.17,163
1998,U.S. Virgin Islands,5.15,8.17,163
1998,Utah,5.15,8.17,163
1998,Vermont,5.25,8.33,163
1998,Virginia,5.15,8.17,163
1998,Washington,5.15,8.17,163
1998,West Virginia,5.15,8.17,163
1998,Wisconsin,5.15,8.17,163
1998,Wyoming,5.15,8.17,163
1999,Alabama,5.15,8,166.6
1999,Alaska,5.65,8.77,166.6
1999,Arizona,5.15,8,166.6
1999,Arkansas,5.15,8,166.6
1999,California,5.15,8,166.6
1999,Colorado,5.15,8,166.6
1999,Connecticut,5.18,8.04,166.6
1999,Delaware,5.15,8,166.6
1999,District of Columbia,6.15,9.55,166.6
1999,Florida,5.15,8,166.6
1999,Georgia,5.15,8,166.6
1999,Guam,5.15,8,166.6
1999,Hawaii,5.25,8.15,166.6
1999,Idaho,5.15,8,166.6
1999,Illinois,5.15,8,166.6
1999,Indiana,5.15,8,166.6
1999,Iowa,5.15,8,166.6
1999,Kansas,5.15,8,166.6
1999,Kentucky,5.15,8,166.6
1999,Louisiana,5.15,8,166.6
1999,Maine,5.15,8,166.6
1999,Maryland,5.15,8,166.6
1999,Massachusetts,5.25,8.15,166.6
1999,Michigan,5.15,8,166.6
1999,Minnesota,5.15,8,166.6
1999,Mississippi,5.15,8,166.6
1999,Missouri,5.15,8,166.6
1999,Montana,5.15,8,166.6
1999,Nebraska,5.15,8,166.6
1999,Nevada,5.15,8,166.6
1999,New Hampshire,5.15,8,166.6
1999,New Jersey,5.15,8,166.6
1999,New Mexico,5.15,8,166.6
1999,New York,5.15,8,166.6
1999,North Carolina,5.15,8,166.6
1999,North Dakota,5.15,8,166.6
1999,Ohio,5.15,8,166.6
1999,Oklahoma,5.15,8,166.6
1999,Oregon,6,9.32,166.6
1999,Pennsylvania,5.15,8,166.6
1999,Puerto Rico,5.15,8,166.6
1999,Rhode Island,5.15,8,166.6
1999,South Carolina,5.15,8,166.6
1999,South Dakota,5.15,8,166.6
1999,Tennessee,5.15,8,166.6
1999,Texas,5.15,8,166.6
1999,U.S. Virgin Islands,5.15,8,166.6
1999,Utah,5.15,8,166.6
1999,Vermont,5.25,8.15,166.6
1999,Virginia,5.15,8,166.6
1999,Washington,5.15,8,166.6
1999,West Virginia,5.15,8,166.6
1999,Wisconsin,5.15,8,166.6
1999,Wyoming,5.15,8,166.6
2000,Alabama,5.15,7.74,172.2
2000,Alaska,5.65,8.49,172.2
2000,Arizona,5.15,7.74,172.2
2000,Arkansas,5.15,7.74,172.2
2000,California,5.75,8.64,172.2
2000,Colorado,5.15,7.74,172.2
2000,Connecticut,6.15,9.24,172.2
2000,Delaware,5.65,8.49,172.2
2000,District of Columbia,6.15,9.24,172.2
2000,Florida,5.15,7.74,172.2
2000,Georgia,5.15,7.74,172.2
2000,Guam,5.15,7.74,172.2
2000,Hawaii,5.25,7.89,172.2
2000,Idaho,5.15,7.74,172.2
2000,Illinois,5.15,7.74,172.2
2000,Indiana,5.15,7.74,172.2
2000,Iowa,5.15,7.74,172.2
2000,Kansas,5.15,7.74,172.2
2000,Kentucky,5.15,7.74,172.2
2000,Louisiana,5.15,7.74,172.2
2000,Maine,5.15,7.74,172.2
2000,Maryland,5.15,7.74,172.2
2000,Massachusetts,6,9.01,172.2
2000,Michigan,5.15,7.74,172.2
2000,Minnesota,5.15,7.74,172.2
2000,Mississippi,5.15,7.74,172.2
2000,Missouri,5.15,7.74,172.2
2000,Montana,5.15,7.74,172.2
2000,Nebraska,5.15,7.74,172.2
2000,Nevada,5.15,7.74,172.2
2000,New Hampshire,5.15,7.74,172.2
2000,New Jersey,5.15,7.74,172.2
2000,New Mexico,5.15,7.74,172.2
2000,New York,5.15,7.74,172.2
2000,North Carolina,5.15,7.74,172.2
2000,North Dakota,5.15,7.74,172.2
2000,Ohio,5.15,7.74,172.2
2000,Oklahoma,5.15,7.74,172.2
2000,Oregon,6.5,9.76,172.2
2000,Pennsylvania,5.15,7.74,172.2
2000,Puerto Rico,5.15,7.74,172.2
2000,Rhode Island,5.65,8.49,172.2
2000,South Carolina,5.15,7.74,172.2
2000,South Dakota,5.15,7.74,172.2
2000,Tennessee,5.15,7.74,172.2
2000,Texas,5.15,7.74,172.2
2000,U.S. Virgin Islands,5.15,7.74,172.2
2000,Utah,5.15,7.74,172.2
2000,Vermont,5.75,8.64,172.2
2000,Virginia,5.15,7.74,172.2
2000,Washington,6.5,9.76,172.2
2000,West Virginia,5.15,7.74,172.2
2000,Wisconsin,5.15,7.74,172.2
2000,Wyoming,5.15,7.74,172.2
2001,Alabama,5.15,7.52,177.1
2001,Alaska,5.65,8.25,177.1
2001,Arizona,5.15,7.52,177.1
2001,Arkansas,5.15,7.52,177.1
2001,California,6.25,9.13,177.1
2001,Colorado,5.15,7.52,177.1
2001,Connecticut,6.4,9.35,177.1
2001,Delaware,6.15,8.98,177.1
2001,District of Columbia,6.15,8.98,177.1
2001,Florida,5.15,7.52,177.1
2001,Georgia,5.15,7.52,177.1
2001,Guam,5.15,7.52,177.1
2001,Hawaii,5.25,7.67,177.1
2001,Idaho,5.15,7.52,177.1
2001,Illinois,5.15,7.52,177.1
2001,Indiana,5.15,7.52,177.1
2001,Iowa,5.15,7.52,177.1
2001,Kansas,5.15,7.52,177.1
2001,Kentucky,5.15,7.52,177.1
2001,Louisiana,5.15,7.52,177.1
2001,Maine,5.15,7.52,177.1
2001,Maryland,5.15,7.52,177.1
2001,Massachusetts,6.75,9.86,177.1
2001,Michigan,5.15,7.52,177.1
2001,Minnesota,5.15,7.52,177.1
2001,Mississippi,5.15,7.52,177.1
2001,Missouri,5.15,7.52,177.1
2001,Montana,5.15,7.52,177.1
2001,Nebraska,5.15,7.52,177.1
2001,Nevada,5.15,7.52,177.1
2001,New Hampshire,5.15,7.52,177.1
2001,New Jersey,5.15,7.52,177.1
2001,New Mexico,5.15,7.52,177.1
2001,New York,5.15,7.52,177.1
2001,North Carolina,5.15,7.52,177.1
2001,North Dakota,5.15,7.52,177.1
2001,Ohio,5.15,7.52,177.1
2001,Oklahoma,5.15,7.52,177.1
2001,Oregon,6.5,9.49,177.1
2001,Pennsylvania,5.15,7.52,177.1
2001,Puerto Rico,5.15,7.52,177.1
2001,Rhode Island,6.15,8.98,177.1
2001,South Carolina,5.15,7.52,177.1
2001,South Dakota,5.15,7.52,177.1
2001,Tennessee,5.15,7.52,177.1
2001,Texas,5.15,7.52,177.1
2001,U.S. Virgin Islands,5.15,7.52,177.1
2001,Utah,5.15,7.52,177.1
2001,Vermont,6.25,9.13,177.1
2001,Virginia,5.15,7.52,177.1
2001,Washington,6.72,9.81,177.1
2001,West Virginia,5.15,7.52,177.1
2001,Wisconsin,5.15,7.52,177.1
2001,Wyoming,5.15,7.52,177.1
2002,Alabama,5.15,7.4,179.9
2002,Alaska,5.65,8.12,179.9
2002,Arizona,5.15,7.4,179.9
2002,Arkansas,5.15,7.4,179.9
2002,California,6.75,9.71,179.9
2002,Colorado,5.15,7.4,179.9
2002,Connecticut,6.7,9.63,179.9
2002,Delaware,6.15,8.84,179.9
2002,District of Columbia,6.15,8.84,179.9
2002,Florida,5.15,7.4,179.9
2002,Georgia,5.15,7.4,179.9
2002,Guam,5.15,7.4,179.9
2002,Hawaii,5.75,8.27,179.9
2002,Idaho,5.15,7.4,179.9
2002,Illinois,5.15,7.4,179.9
2002,Indiana,5.15,7.4,179.9
2002,Iowa,5.15,7.4,179.9
2002,Kansas,5.15,7.4,179.9
2002,Kentucky,5.15,7.4,179.9
2002,Louisiana,5.15,7.4,179.9
2002,Maine,5.75,8.27,179.9
2002,Maryland,5.15,7.4,179.9
2002,Massachusetts,6.75,9.71,179.9
2002,Michigan,5.15,7.4,179.9
2002,Minnesota,5.15,7.4,179.9
2002,Mississippi,5.15,7.4,179.9
2002,Missouri,5.15,7.4,179.9
2002,Montana,5.15,7.4,179.9
2002,Nebraska,5.15,7.4,179.9
2002,Nevada,5.15,7.4,179.9
2002,New Hampshire,5.15,7.4,179.9
2002,New Jersey,5.15,7.4,179.9
2002,New Mexico,5.15,7.4,179.9
2002,New York,5.15,7.4,179.9
2002,North Carolina,5.15,7.4,179.9
2002,North Dakota,5.15,7.4,179.9
2002,Ohio,5.15,7.4,179.9
2002,Oklahoma,5.15,7.4,179.9
2002,Oregon,6.5,9.35,179.9
2002,Pennsylvania,5.15,7.4,179.9
2002,Puerto Rico,5.15,7.4,179.9
2002,Rhode Island,6.15,8.84,179.9
2002,South Carolina,5.15,7.4,179.9
2002,South Dakota,5.15,7.4,179.9
2002,Tennessee,5.15,7.4,179.9
2002,Texas,5.15,7.4,179.9
2002,U.S. Virgin Islands,5.15,7.4,179.9
2002,Utah,5.15,7.4,179.9
2002,Vermont,6.25,8.99,179.9
2002,Virginia,5.15,7.4,179.9
2002,Washington,6.9,9.92,179.9
2002,West Virginia,5.15,7.4,179.9
2002,Wisconsin,5.15,7.4,179.9
2002,Wyoming,5.15,7.4,179.9
2003,Alabama,5.15,7.24,184
2003,Alaska,7.15,10.05,184
2003,Arizona,5.15,7.24,184
2003,Arkansas,5.15,7.24,184
2003,California,6.75,9.49,184
2003,Colorado,5.15,7.24,184
2003,Connecticut,6.9,9.7,184
2003,Delaware,6.15,8.65,184
2003,District of Columbia,6.15,8.65,184
2003,Florida,5.15,7.24,184
2003,Georgia,5.15,7.24,184
2003,Guam,5.15,7.24,184
2003,Hawaii,6.25,8.79,184
2003,Idaho,5.15,7.24,184
2003,Illinois,5.15,7.24,184
2003,Indiana,5.15,7.24,184
2003,Iowa,5.15,7.24,184
2003,Kansas,5.15,7.24,184
2003,Kentucky,5.15,7.24,184
2003,Louisiana,5.15,7.24,184
2003,Maine,6.25,8.79,184
2003,Maryland,5.15,7.24,184
2003,Massachusetts,6.75,9.49,184
2003,Michigan,5.15,7.24,184
2003,Minnesota,5.15,7.24,184
