year,state,population_million,education_million,welfare_million,crime_rate,unemployment_rate,divorce_rate_per_1000_people,homeownership_rate,minimum_wage_effective,CPI_Average,avg_wage_index,poverty_rate
1989,South Dakota,3.448,3468.5,972.7,135.5,3.9,4.7,65.8,3.35,124.0,20099.55,16.6
1990,South Dakota,3.487,3987.7,1346.5,162.8,3.6,4.7,66.2,3.35,130.7,21027.98,15.7
1991,South Dakota,3.536,4290.4,1899.4,182.2,3.5,4.6429,66.1,3.8,136.2,21811.6,15.3
1992,South Dakota,3.5860000000000003,4345.7,933.2,194.5,3.4,4.5857,66.5,4.25,140.3,22935.42,15.0
1993,South Dakota,3.637,4394.5,959.4,208.4,3.5,4.5286,65.6,4.25,144.5,23132.67,14.8
1994,South Dakota,3.688,4668.7,969.7,227.6,3.3,4.4714,66.4,4.25,148.2,23753.53,14.4
1995,South Dakota,3.74,4951.7,1089.3,207.5,3.2,4.4143,67.5,4.25,152.4,24705.66,14.7
1996,South Dakota,3.793,5353.6,1111.5,177.2,3.3,4.3571,67.8,4.25,156.9,25913.9,14.0
1997,South Dakota,3.847,5685.4,1100.8,197.4,2.9,4.3,67.6,4.75,160.5,27426.0,12.7
1998,South Dakota,3.9010000000000002,6177.6,1055.0,154.3,2.9,4.2,67.3,5.15,163.0,28861.44,11.8
1999,South Dakota,3.9560000000000004,6620.0,1094.6,167.4,2.7,4.1,70.7,5.15,166.6,30469.84,11.2
2000,South Dakota,4.024,7212.3,1059.7,166.8,2.5,4.0,71.2,5.15,172.2,32154.82,10.2
2001,South Dakota,4.063,7826.1,1444.5,154.4,3.0,4.0,71.5,5.15,177.1,32921.92,10.2
2002,South Dakota,4.104,8452.6,1533.7,177.5,3.2,3.9,71.5,5.15,179.9,33252.09,11.2
2003,South Dakota,4.146,8981.4,1883.2,173.7,3.5,3.8,70.9,5.15,184.0,34064.95,11.2
2004,South Dakota,4.2010000000000005,9102.8,1493.5,171.2,3.6,3.7,68.5,5.15,188.9,35648.55,11.2
2005,South Dakota,4.256,9852.3,1367.9,179.0,3.6,3.6,68.4,5.15,195.3,36952.94,10.7
2006,South Dakota,4.3389999999999995,10653.3,1410.0,264.9,3.0,3.7,70.6,5.15,201.6,38651.41,10.1
2007,South Dakota,4.4239999999999995,11483.5,1544.6,241.9,2.8,3.6,70.4,5.15,207.342,40405.48,10.0
2008,South Dakota,4.503,12351.3,1781.8,276.9,3.1,3.5,70.4,5.85,215.303,41334.97,9.8
2009,South Dakota,4.561,12617.8,2243.5,218.7,4.6,3.5,69.6,6.55,214.537,40711.61,9.8
2010,South Dakota,4.636,12433.3,3102.9,268.9,4.9,3.6,70.6,7.25,218.05599999999998,41673.83,10.2
2011,South Dakota,4.673,12198.9,2657.5,255.6,4.6,3.6,69.3,7.25,224.93900000000002,42979.61,10.1
2012,South Dakota,4.718999999999999,12270.0,2079.4,323.8,4.1,3.4,69.2,7.25,229.59400000000002,44321.67,10.2
2013,South Dakota,4.766,12854.3,1880.8,323.2,3.7,3.3,67.8,7.25,232.957,44888.16,10.4
2014,South Dakota,4.827,13261.2,2216.7,328.3,3.3,3.2,69.2,7.25,236.736,46481.52,10.2
1984,Tennessee,4.703,2573.5,1202.2,445.4,8.8,4.9778,67.6,3.35,103.9,16135.07,23.9
1985,Tennessee,4.732,2942.9,1242.1,474.4,7.9,4.9222,67.6,3.35,107.6,16822.51,22.6
1986,Tennessee,4.761,3162.3,1422.5,539.6,7.9,4.8667,67.4,3.35,109.6,17321.82,22.4
1987,Tennessee,4.79,3435.8,1603.7,533.5,6.7,4.8111,67.2,3.35,113.6,18426.51,22.3
1988,Tennessee,4.819,3663.1,1854.8,532.7,5.8,4.7556,66.9,3.35,118.3,19334.04,21.8
1989,Tennessee,4.848,4064.3,1617.1,548.9,5.1,4.7,67.3,3.35,124.0,20099.55,20.5
1990,Tennessee,4.877,4350.3,1854.7,670.4,5.3,4.7,68.3,3.35,130.7,21027.98,20.4
1991,Tennessee,4.953,4591.1,2234.7,725.9,6.6,4.6429,68.0,3.8,136.2,21811.6,20.1
1992,Tennessee,5.03,4870.0,1441.4,746.2,6.5,4.5857,67.4,4.25,140.3,22935.42,19.2
1993,Tennessee,5.1080000000000005,4917.9,1690.1,765.8,5.8,4.5286,64.1,4.25,144.5,23132.67,18.2
1994,Tennessee,5.187,5605.7,1736.5,747.9,4.8,4.4714,65.2,4.25,148.2,23753.53,17.9
1995,Tennessee,5.268,6178.6,1995.4,771.5,5.2,4.4143,67.0,4.25,152.4,24705.66,17.0
1996,Tennessee,5.349,6446.3,2001.8,774.0,5.2,4.3571,68.8,4.25,156.9,25913.9,15.4
1997,Tennessee,5.432,6938.0,1996.3,789.7,5.3,4.3,70.2,4.75,160.5,27426.0,14.3
1998,Tennessee,5.517,7374.0,1863.2,715.0,4.3,4.2,71.3,5.15,163.0,28861.44,13.8
1999,Tennessee,5.602,8102.5,1995.5,695.0,4.0,4.1,71.9,5.15,166.6,30469.84,13.9
2000,Tennessee,5.702999999999999,8461.9,1967.1,707.2,3.9,4.0,70.9,5.15,172.2,32154.82,13.7
2001,Tennessee,5.755,8878.1,2402.5,744.0,4.5,4.0,69.7,5.15,177.1,32921.92,13.7
2002,Tennessee,5.803,9563.8,2657.9,717.8,5.1,3.9,70.3,5.15,179.9,33252.09,14.4
2003,Tennessee,5.857,9558.8,2957.9,691.3,5.5,3.8,70.8,5.15,184.0,34064.95,14.5
2004,Tennessee,5.917000000000001,10038.4,2743.3,697.6,5.3,3.7,71.6,5.15,188.9,35648.55,14.1
2005,Tennessee,5.996,10451.4,2668.0,757.3,5.5,3.6,72.4,5.15,195.3,36952.94,14.1
2006,Tennessee,6.0889999999999995,11040.5,2691.4,762.5,5.3,3.7,71.3,5.15,201.6,38651.41,14.2
2007,Tennessee,6.172999999999999,11540.5,2952.9,755.0,4.6,3.6,70.2,5.15,207.342,40405.48,13.8
2008,Tennessee,6.24,12486.1,3040.6,722.7,6.5,3.5,71.7,5.85,215.303,41334.97,14.1
2009,Tennessee,6.296,13012.6,3719.0,666.0,10.1,3.5,71.1,6.55,214.537,40711.61,14.2
2010,Tennessee,6.356,13085.4,4241.0,612.0,9.8,3.6,71.0,7.25,218.05599999999998,41673.83,14.8
2011,Tennessee,6.4,13239.8,4432.3,607.8,9.1,3.6,69.3,7.25,224.93900000000002,42979.61,15.5
2012,Tennessee,6.456,13843.6,3871.9,638.5,8.0,3.4,67.9,7.25,229.59400000000002,44321.67,16.1
2013,Tennessee,6.497000000000001,13660.8,3234.1,585.8,7.8,3.3,66.8,7.25,232.957,44888.16,17.0
2014,Tennessee,6.545,14082.9,3406.4,610.7,6.6,3.2,66.7,7.25,236.736,46481.52,17.0
1984,Texas,15.274000000000001,12859.1,3082.9,505.0,6.1,4.9778,62.5,3.35,103.9,16135.07,22.4
1985,Texas,15.547,14235.5,3196.9,550.0,7.0,4.9222,60.5,3.35,107.6,16822.51,22.4
1986,Texas,15.825,15609.0,3544.8,658.9,8.8,4.8667,61.0,3.35,109.6,17321.82,22.6
1987,Texas,16.108,15930.8,4390.2,631.1,8.5,4.8111,61.1,3.35,113.6,18426.51,22.7
1988,Texas,16.395,16739.6,4341.6,652.6,7.4,4.7556,59.9,3.35,118.3,19334.04,22.3
1989,Texas,16.688,18011.2,4537.8,658.5,6.7,4.7,61.0,3.35,124.0,20099.55,21.8
1990,Texas,16.987000000000002,19548.2,5496.0,761.4,6.4,4.7,59.7,3.35,130.7,21027.98,21.6
1991,Texas,17.338,20086.2,6807.2,840.1,7.0,4.6429,59.0,3.8,136.2,21811.6,21.4
1992,Texas,17.698,22088.3,4556.3,806.3,7.7,4.5857,58.3,4.25,140.3,22935.42,21.1
1993,Texas,18.064,24324.2,5207.9,762.1,7.2,4.5286,58.7,4.25,144.5,23132.67,20.9
1994,Texas,18.438,24699.2,5208.4,706.5,6.6,4.4714,59.7,4.25,148.2,23753.53,20.4
1995,Texas,18.82,25987.6,5572.5,663.9,6.1,4.4143,61.4,4.25,152.4,24705.66,20.0
1996,Texas,19.21,28095.2,5371.2,644.4,5.8,4.3571,61.8,4.25,156.9,25913.9,19.0
1997,Texas,19.608,30620.6,5010.3,602.5,5.4,4.3,61.5,4.75,160.5,27426.0,18.2
1998,Texas,20.014,33090.2,4964.9,564.6,5.0,4.2,62.5,5.15,163.0,28861.44,17.8
1999,Texas,20.429000000000002,35583.1,5813.1,560.3,4.7,4.1,62.9,5.15,166.6,30469.84,17.7
2000,Texas,20.945999999999998,39510.6,5956.0,545.1,4.4,4.0,63.8,5.15,172.2,32154.82,17.3
2001,Texas,21.333000000000002,42568.7,6288.1,571.6,5.0,4.0,63.9,5.15,177.1,32921.92,17.7
2002,Texas,21.711,46058.7,7161.9,579.7,6.3,3.9,63.4,5.15,179.9,33252.09,18.0
2003,Texas,22.058000000000003,47932.2,8988.5,553.1,6.7,3.8,64.5,5.15,184.0,34064.95,17.9
2004,Texas,22.418000000000003,50077.7,7331.9,540.9,6.0,3.7,65.5,5.15,188.9,35648.55,17.9
2005,Texas,22.802,53191.7,6569.5,528.1,5.5,3.6,65.9,5.15,195.3,36952.94,17.6
2006,Texas,23.369,56436.7,7052.7,517.3,5.0,3.7,66.0,5.15,201.6,38651.41,16.9
2007,Texas,23.838,59462.2,6355.4,510.4,4.4,3.6,66.0,5.15,207.342,40405.48,16.5
2008,Texas,24.304000000000002,66399.4,6776.6,508.0,4.9,3.5,65.5,5.85,215.303,41334.97,16.1
2009,Texas,24.781999999999996,70870.9,9109.2,491.0,7.5,3.5,65.4,6.55,214.537,40711.61,15.9
2010,Texas,25.241999999999997,74896.3,13844.6,448.4,8.2,3.6,65.3,7.25,218.05599999999998,41673.83,15.9
2011,Texas,25.646,73987.0,13420.3,408.6,8.0,3.6,64.3,7.25,224.93900000000002,42979.61,15.8
2012,Texas,26.084,71079.0,11821.0,408.6,6.7,3.4,64.3,7.25,229.59400000000002,44321.67,15.8
2013,Texas,26.48,72236.4,10238.1,410.3,6.3,3.3,63.3,7.25,232.957,44888.16,15.8
2014,Texas,26.963,77137.9,9444.8,406.7,5.2,3.2,62.2,7.25,236.736,46481.52,15.6
1984,Utah,1.561,1450.3,424.2,244.2,6.6,4.9778,69.9,3.35,103.9,16135.07,18.2
1985,Utah,1.587,1607.2,479.5,267.4,6.1,4.9222,71.5,3.35,107.6,16822.51,17.7
1986,Utah,1.6130000000000002,1772.2,537.8,266.7,6.1,4.8667,68.0,3.35,109.6,17321.82,17.0
1987,Utah,1.64,1811.6,619.7,229.8,6.3,4.8111,69.0,3.35,113.6,18426.51,17.0
1988,Utah,1.6669999999999998,1855.5,550.4,243.1,4.9,4.7556,70.2,3.35,118.3,19334.04,16.3
1989,Utah,1.695,1966.6,586.5,258.8,4.6,4.7,70.4,3.35,124.0,20099.55,16.0
1990,Utah,1.723,2079.3,731.1,283.9,4.4,4.7,70.1,3.35,130.7,21027.98,15.2
1991,Utah,1.768,2284.8,850.9,286.8,4.7,4.6429,70.7,3.8,136.2,21811.6,14.8
1992,Utah,1.815,2503.8,491.6,290.5,4.9,4.5857,70.0,4.25,140.3,22935.42,14.0
1993,Utah,1.8619999999999999,2693.1,535.7,301.0,4.0,4.5286,68.9,4.25,144.5,23132.67,12.9
1994,Utah,1.911,2985.4,498.3,304.5,3.7,4.4714,69.3,4.25,148.2,23753.53,11.5
1995,Utah,1.9609999999999999,3250.3,583.7,328.8,3.4,4.4143,71.5,4.25,152.4,24705.66,11.1
1996,Utah,2.013,3502.9,588.0,331.9,3.4,4.3571,72.7,4.25,156.9,25913.9,10.2
1997,Utah,2.066,3630.0,626.9,334.0,3.2,4.3,72.5,4.75,160.5,27426.0,9.1
1998,Utah,2.12,3890.6,627.3,314.2,3.6,4.2,73.7,5.15,163.0,28861.44,9.2
1999,Utah,2.176,4122.5,843.0,275.6,3.5,4.1,74.7,5.15,166.6,30469.84,9.8
2000,Utah,2.244,4297.8,702.7,255.7,3.3,4.0,72.7,5.15,172.2,32154.82,10.1
2001,Utah,2.291,4787.7,852.1,233.2,4.4,4.0,72.4,5.15,177.1,32921.92,10.5
2002,Utah,2.334,5303.6,916.3,236.7,5.7,3.9,72.8,5.15,179.9,33252.09,11.0
2003,Utah,2.38,5230.2,1133.1,250.4,5.6,3.8,73.4,5.15,184.0,34064.95,11.3
2004,Utah,2.439,5508.7,1031.1,233.3,5.0,3.7,74.9,5.15,188.9,35648.55,11.0
2005,Utah,2.5,5600.2,901.7,225.4,4.0,3.6,73.9,5.15,195.3,36952.94,11.0
2006,Utah,2.5839999999999996,6029.6,910.7,226.3,2.8,3.7,73.5,5.15,201.6,38651.41,10.2
2007,Utah,2.6639999999999997,6467.8,931.8,239.9,2.6,3.6,74.9,5.15,207.342,40405.48,10.1
2008,Utah,2.727,7566.9,977.5,225.3,3.3,3.5,76.2,5.85,215.303,41334.97,10.0
2009,Utah,2.785,7939.0,1397.0,215.4,7.3,3.5,74.1,6.55,214.537,40711.61,9.9
2010,Utah,2.775,7472.6,1993.3,213.5,7.9,3.6,72.5,7.25,218.05599999999998,41673.83,10.0
2011,Utah,2.815,7882.4,1800.6,197.1,7.1,3.6,71.4,7.25,224.93900000000002,42979.61,10.4
2012,Utah,2.8539999999999996,8189.5,1747.2,208.0,4.8,3.4,71.1,7.25,229.59400000000002,44321.67,10.5
2013,Utah,2.8989999999999996,8418.7,1665.8,228.9,4.2,3.3,70.9,7.25,232.957,44888.16,10.6
2014,Utah,2.938,8307.3,1671.7,219.5,3.6,3.2,70.9,7.25,236.736,46481.52,9.8
1984,Vermont,0.531,450.5,203.0,145.1,4.9,4.9778,66.9,3.35,103.9,16135.07,17.7
1985,Vermont,0.536,486.4,218.4,147.7,4.6,4.9222,69.5,3.35,107.6,16822.51,16.6
1986,Vermont,0.542,539.1,226.8,149.2,4.3,4.8667,69.8,3.35,109.6,17321.82,15.0
1987,Vermont,0.547,609.7,239.5,136.5,3.7,4.8111,70.5,3.35,113.6,18426.51,14.2
1988,Vermont,0.552,682.9,246.3,142.3,3.0,4.7556,68.7,3.55,118.3,19334.04,13.9
1989,Vermont,0.557,758.5,299.0,132.8,3.6,4.7,69.7,3.55,124.0,20099.55,13.5
1990,Vermont,0.563,857.6,349.7,127.2,4.7,4.7,72.6,3.55,130.7,21027.98,13.8
1991,Vermont,0.5670000000000001,907.1,447.2,116.8,5.9,4.6429,70.8,3.85,136.2,21811.6,14.4
1992,Vermont,0.5720000000000001,916.7,305.9,109.5,6.2,4.5857,70.8,4.25,140.3,22935.42,14.5
1993,Vermont,0.5760000000000001,894.5,311.5,114.2,5.2,4.5286,68.5,4.25,144.5,23132.67,14.5
1994,Vermont,0.581,957.7,321.5,96.9,4.4,4.4714,69.4,4.25,148.2,23753.53,14.2
1995,Vermont,0.585,992.8,344.2,118.3,4.2,4.4143,70.4,4.25,152.4,24705.66,13.2
1996,Vermont,0.59,1052.3,317.9,121.2,4.3,4.3571,70.3,4.75,156.9,25913.9,12.1
1997,Vermont,0.595,1129.3,317.8,119.7,3.9,4.3,69.1,5.0,160.5,27426.0,11.6
1998,Vermont,0.599,1181.1,302.8,106.3,3.5,4.2,69.1,5.25,163.0,28861.44,10.9
1999,Vermont,0.604,1243.3,302.5,113.9,3.1,4.1,69.1,5.25,166.6,30469.84,10.4
2000,Vermont,0.61,1341.2,346.9,113.5,2.8,4.0,68.7,5.75,172.2,32154.82,10.7
2001,Vermont,0.612,1410.3,371.3,105.1,3.3,4.0,69.8,6.25,177.1,32921.92,10.6
2002,Vermont,0.615,1474.3,437.4,106.7,3.8,3.9,70.3,6.25,179.9,33252.09,10.3
2003,Vermont,0.617,1660.6,570.8,114.2,4.4,3.8,71.4,6.25,184.0,34064.95,9.7
2004,Vermont,0.618,1775.4,578.5,114.8,3.7,3.7,72.0,6.75,188.9,35648.55,9.1
2005,Vermont,0.619,1920.0,511.9,125.6,3.5,3.6,74.2,7.0,195.3,36952.94,9.0
2006,Vermont,0.62,2045.1,437.6,145.1,3.7,3.7,74.0,7.25,201.6,38651.41,9.1
2007,Vermont,0.62,2170.7,487.9,129.1,3.9,3.6,73.7,7.53,207.342,40405.48,9.0
2008,Vermont,0.621,2231.8,526.9,137.5,4.5,3.5,72.8,7.68,215.303,41334.97,9.2
2009,Vermont,0.622,2291.4,621.7,134.6,6.2,3.5,74.3,8.06,214.537,40711.61,9.5
2010,Vermont,0.626,2364.7,744.8,131.0,6.3,3.6,73.6,8.06,218.05599999999998,41673.83,9.3
2011,Vermont,0.627,2396.7,622.4,147.6,5.6,3.6,74.6,8.15,224.93900000000002,42979.61,9.3
2012,Vermont,0.626,2427.6,876.4,142.3,4.8,3.4,73.4,8.46,229.59400000000002,44321.67,9.4
2013,Vermont,0.627,2525.5,885.5,123.6,4.4,3.3,73.0,8.6,232.957,44888.16,9.4
2014,Vermont,0.626,2581.6,950.3,102.6,4.0,3.2,73.5,8.73,236.736,46481.52,8.8
1984,Virginia,5.667999999999999,4198.9,1223.2,295.6,5.1,4.9778,68.3,3.35,103.9,16135.07,15.9
1985,Virginia,5.752000000000001,4631.4,1364.4,294.7,5.4,4.9222,68.5,3.35,107.6,16822.51,15.2
1986,Virginia,5.836,5193.5,1403.4,306.0,5.0,4.8667,68.2,3.35,109.6,17321.82,14.4
1987,Virginia,5.922000000000001,5647.3,1559.8,295.0,4.2,4.8111,69.0,3.35,113.6,18426.51,14.5
1988,Virginia,6.0089999999999995,6215.6,1697.5,299.2,3.9,4.7556,69.8,3.35,118.3,19334.04,14.4
1989,Virginia,6.098,6905.0,1824.5,312.5,3.9,4.7,70.2,3.35,124.0,20099.55,14.9
1990,Virginia,6.187,7689.2,2045.0,350.6,4.4,4.7,69.8,3.35,130.7,21027.98,14.7
1991,Virginia,6.271,8093.9,2688.0,373.2,5.8,4.6429,68.9,3.8,136.2,21811.6,15.0
1992,Virginia,6.356,8094.6,1845.3,374.9,6.2,4.5857,67.8,4.25,140.3,22935.42,14.9
1993,Virginia,6.442,8443.9,1907.5,372.2,5.2,4.5286,68.5,4.25,144.5,23132.67,14.6
1994,Virginia,6.53,8958.1,1995.8,357.7,4.8,4.4714,69.3,4.25,148.2,23753.53,14.4
1995,Virginia,6.617999999999999,9470.4,2048.7,361.5,4.4,4.4143,68.1,4.25,152.4,24705.66,14.7
1996,Virginia,6.707999999999999,10174.1,2042.1,341.3,4.3,4.3571,68.5,4.25,156.9,25913.9,14.0
1997,Virginia,6.797999999999999,10583.0,2170.4,345.2,3.7,4.3,68.4,4.75,160.5,27426.0,13.0
1998,Virginia,6.891,11245.9,2246.5,325.7,2.8,4.2,69.4,5.15,163.0,28861.44,12.3
1999,Virginia,6.984,11986.5,2352.5,314.7,2.7,4.1,71.2,5.15,166.6,30469.84,11.4
2000,Virginia,7.105,13348.1,2493.8,281.7,2.3,4.0,73.9,5.15,172.2,32154.82,10.7
2001,Virginia,7.191,14349.9,2829.1,291.0,3.3,4.0,75.1,5.15,177.1,32921.92,10.7
2002,Virginia,7.284,15383.3,2859.2,291.7,4.4,3.9,74.4,5.15,179.9,33252.09,11.2
2003,Virginia,7.374,15713.3,4073.5,278.2,4.3,3.8,75.0,5.15,184.0,34064.95,11.2
2004,Virginia,7.468999999999999,16354.5,3663.1,275.5,4.1,3.7,73.4,5.15,188.9,35648.55,11.5
2005,Virginia,7.564,17865.7,3489.5,283.4,3.8,3.6,71.2,5.15,195.3,36952.94,11.3
2006,Virginia,7.647,19537.2,3662.0,283.7,3.3,3.7,71.1,5.15,201.6,38651.41,11.5
2007,Virginia,7.72,21273.9,4024.8,272.8,3.3,3.6,71.5,5.15,207.342,40405.48,11.4
2008,Virginia,7.795,23050.3,4190.2,257.8,4.3,3.5,70.6,5.85,215.303,41334.97,11.5
2009,Virginia,7.882999999999999,22745.0,4746.6,230.8,6.8,3.5,69.7,6.55,214.537,40711.61,12.0
2010,Virginia,8.024,22937.6,5667.7,214.2,7.3,3.6,68.7,7.25,218.05599999999998,41673.83,12.5
2011,Virginia,8.102,22962.9,5370.3,197.6,6.6,3.6,67.9,7.25,224.93900000000002,42979.61,12.9
2012,Virginia,8.187000000000001,23821.9,5057.9,191.5,5.9,3.4,67.8,7.25,229.59400000000002,44321.67,13.5
2013,Virginia,8.256,24445.2,4714.2,197.8,5.6,3.3,68.1,7.25,232.957,44888.16,13.9
2014,Virginia,8.315,24598.1,4922.4,198.4,5.1,3.2,68.7,7.25,236.736,46481.52,14.1
1984,Washington,4.412,3716.5,2012.7,406.4,9.3,4.9778,65.7,3.35,103.9,16135.07,17.2
1985,Washington,4.484,4022.0,2285.1,425.4,8.2,4.9222,66.8,3.35,107.6,16822.51,16.8
1986,Washington,4.558,4271.4,2298.1,437.0,8.1,4.8667,65.1,3.35,109.6,17321.82,15.8
1987,Washington,4.6339999999999995,4683.4,2453.0,439.5,7.3,4.8111,64.4,3.35,113.6,18426.51,15.1
1988,Washington,4.71,5181.6,2615.4,466.4,6.3,4.7556,64.2,3.35,118.3,19334.04,13.6
1989,Washington,4.788,5587.3,2920.5,471.7,5.9,4.7,64.2,3.35,124.0,20099.55,12.1
1990,Washington,4.867,6331.6,3614.0,501.6,5.1,4.7,61.8,3.35,130.7,21027.98,11.7
1991,Washington,4.961,7251.9,4256.3,522.6,6.1,4.6429,61.8,4.25,136.2,21811.6,12.4
1992,Washington,5.0569999999999995,7929.9,2580.4,534.5,7.2,4.5857,62.5,4.25,140.3,22935.42,13.1
1993,Washington,5.155,8723.9,2938.1,514.6,7.3,4.5286,63.1,4.25,144.5,23132.67,13.4
1994,Washington,5.254,8904.5,3074.1,511.3,6.3,4.4714,62.4,4.25,148.2,23753.53,13.9
1995,Washington,5.356,9239.7,3554.0,484.3,6.2,4.4143,61.6,4.25,152.4,24705.66,13.8
1996,Washington,5.459,9641.3,3326.6,431.2,5.9,4.3571,63.1,4.9,156.9,25913.9,12.7
1997,Washington,5.565,9994.4,3327.9,440.7,4.9,4.3,62.9,4.9,160.5,27426.0,11.9
1998,Washington,5.672999999999999,10707.5,2992.5,428.5,4.8,4.2,64.9,5.15,163.0,28861.44,12.0
1999,Washington,5.782,11341.9,3371.3,377.3,4.8,4.1,64.8,5.15,166.6,30469.84,11.8
2000,Washington,5.9110000000000005,11769.1,3466.9,369.7,5.1,4.0,63.6,6.5,172.2,32154.82,11.9
2001,Washington,5.9879999999999995,12543.2,4047.9,354.7,6.0,4.0,66.4,6.72,177.1,32921.92,12.8
2002,Washington,6.056,13136.2,5007.8,345.5,7.1,3.9,66.9,6.9,179.9,33252.09,13.0
2003,Washington,6.1129999999999995,13834.1,5874.4,346.9,7.2,3.8,65.9,7.01,184.0,34064.95,12.6
2004,Washington,6.184,14580.3,4936.7,343.6,6.3,3.7,66.0,7.16,188.9,35648.55,11.8
2005,Washington,6.261,14848.9,4158.1,345.6,5.6,3.6,67.6,7.35,195.3,36952.94,11.5
2006,Washington,6.372000000000001,15659.5,3719.8,348.7,5.0,3.7,66.7,7.63,201.6,38651.41,10.5
2007,Washington,6.465,16863.9,3935.6,336.5,4.6,3.6,66.8,7.93,207.342,40405.48,10.2
2008,Washington,6.566,18396.6,4323.5,334.2,5.2,3.5,66.2,8.07,215.303,41334.97,10.2
2009,Washington,6.664,19437.1,5671.6,336.3,8.3,3.5,65.5,8.55,214.537,40711.61,10.7
2010,Washington,6.742999999999999,18707.3,8334.4,313.5,9.1,3.6,64.4,8.55,218.05599999999998,41673.83,11.0
2011,Washington,6.827000000000001,19154.9,7552.0,295.3,8.5,3.6,64.2,8.67,224.93900000000002,42979.61,11.9
2012,Washington,6.899,19265.2,6137.0,298.1,7.7,3.4,63.5,9.04,229.59400000000002,44321.67,12.3
2013,Washington,6.966,19667.0,5282.3,290.0,6.6,3.3,62.7,9.19,232.957,44888.16,12.8
2014,Washington,7.058,20515.6,5122.8,285.8,5.9,3.2,63.6,9.32,236.736,46481.52,13.3
1984,West Virginia,1.886,1375.1,748.1,168.2,14.1,4.9778,72.0,3.35,103.9,16135.07,27.9
1985,West Virginia,1.87,1567.7,768.0,166.0,13.2,4.9222,75.9,3.35,107.6,16822.51,27.7
1986,West Virginia,1.854,1610.4,840.6,164.5,12.0,4.8667,76.4,3.35,109.6,17321.82,27.4
1987,West Virginia,1.839,1624.2,992.0,137.3,11.0,4.8111,72.5,3.35,113.6,18426.51,26.6
1988,West Virginia,1.824,1640.2,927.0,131.4,9.9,4.7556,73.2,3.35,118.3,19334.04,24.7
1989,West Virginia,1.8090000000000002,1709.2,948.9,146.7,8.7,4.7,74.8,3.35,124.0,20099.55,22.9
1990,West Virginia,1.7930000000000001,1769.8,1078.9,169.3,8.6,4.7,72.0,3.35,130.7,21027.98,22.4
1991,West Virginia,1.795,1989.9,1228.6,191.0,10.6,4.6429,72.4,3.8,136.2,21811.6,22.4
1992,West Virginia,1.796,2252.0,562.7,211.5,11.2,4.5857,73.3,4.25,140.3,22935.42,22.3
1993,West Virginia,1.798,2423.8,590.2,208.4,10.3,4.5286,73.3,4.25,144.5,23132.67,21.5
1994,West Virginia,1.7990000000000002,2457.2,585.4,215.8,8.8,4.4714,73.7,4.25,148.2,23753.53,21.1
1995,West Virginia,1.801,2616.9,648.5,210.2,8.0,4.4143,73.1,4.25,152.4,24705.66,19.5
1996,West Virginia,1.8019999999999998,2668.5,612.2,210.1,7.7,4.3571,74.3,4.25,156.9,25913.9,17.5
1997,West Virginia,1.804,2793.7,566.0,218.7,7.0,4.3,74.6,4.75,160.5,27426.0,16.1
1998,West Virginia,1.805,2882.1,526.0,248.6,6.7,4.2,74.8,5.15,163.0,28861.44,15.1
1999,West Virginia,1.807,3043.3,519.2,350.7,6.5,4.1,74.8,5.15,166.6,30469.84,14.4
2000,West Virginia,1.807,3195.2,575.0,316.5,5.6,4.0,75.9,5.15,172.2,32154.82,14.3
2001,West Virginia,1.7990000000000002,3292.0,637.0,279.6,5.4,4.0,76.4,5.15,177.1,32921.92,14.5
2002,West Virginia,1.7990000000000002,3547.9,759.7,233.9,6.5,3.9,77.2,5.15,179.9,33252.09,14.6
2003,West Virginia,1.8019999999999998,3780.3,848.6,255.4,6.6,3.8,78.1,5.15,184.0,34064.95,14.9
2004,West Virginia,1.8030000000000002,3773.9,606.0,281.9,5.8,3.7,80.3,5.15,188.9,35648.55,14.8
2005,West Virginia,1.804,3952.5,536.6,273.9,5.5,3.6,81.3,5.15,195.3,36952.94,13.9
2006,West Virginia,1.807,4314.8,508.9,281.2,5.2,3.7,78.4,5.15,201.6,38651.41,13.1
2007,West Virginia,1.811,4577.7,575.5,276.8,4.8,3.6,77.6,5.85,207.342,40405.48,12.4
2008,West Virginia,1.815,4719.1,600.8,275.9,4.7,3.5,77.8,6.55,215.303,41334.97,12.0
2009,West Virginia,1.82,4934.1,692.4,305.2,8.3,3.5,78.7,7.25,214.537,40711.61,11.6
2010,West Virginia,1.854,5304.3,1055.8,301.2,8.7,3.6,79.0,7.25,218.05599999999998,41673.83,12.0
2011,West Virginia,1.857,5639.9,1067.2,296.3,7.8,3.6,78.7,7.25,224.93900000000002,42979.61,12.3
2012,West Virginia,1.857,5563.4,937.5,320.1,7.2,3.4,75.8,7.25,229.59400000000002,44321.67,13.1
2013,West Virginia,1.855,5524.6,962.3,305.2,6.7,3.3,76.8,7.25,232.957,44888.16,13.7
2014,West Virginia,1.851,5463.6,830.8,316.4,6.5,3.2,75.6,7.25,236.736,46481.52,14.0
1984,Wisconsin,4.779,4366.2,2186.9,196.5,7.3,4.9778,65.2,3.35,103.9,16135.07,16.2
1985,Wisconsin,4.798,4599.9,2427.8,206.9,7.2,4.9222,63.8,3.35,107.6,16822.51,16.1
1986,Wisconsin,4.817,4972.3,2558.5,257.9,6.8,4.8667,66.5,3.35,109.6,17321.82,15.0
