year,state,population_million,education_million,welfare_million,crime_rate,unemployment_rate,divorce_rate_per_1000_people,homeownership_rate,minimum_wage_effective,CPI_Average,inflation_rate,avg_wage_index,poverty_rate
1987,Oregon,2.778,2934.9,1089.5,539.5,6.2,4.8111,64.6,3.35,113.6,3.7,18426.51,17.4
1988,Oregon,2.799,3157.4,1112.3,545.7,5.7,4.7556,64.0,3.35,118.3,4.1,19334.04,17.5
1989,Oregon,2.821,3464.7,1214.8,518.6,5.4,4.7,63.4,3.35,124.0,4.8,20099.55,17.0
1990,Oregon,2.842,3737.0,1412.2,506.8,5.4,4.7,64.4,3.35,130.7,5.4,21027.98,16.1
1991,Oregon,2.8960000000000004,3953.0,1745.4,506.3,6.2,4.6429,65.2,4.75,136.2,4.2,21811.6,16.7
1992,Oregon,2.95,4226.5,1318.2,510.2,7.3,4.5857,64.3,4.75,140.3,3.0,22935.42,16.7
1993,Oregon,3.005,4543.2,1468.4,503.1,7.0,4.5286,63.8,4.75,144.5,3.0,23132.67,16.3
1994,Oregon,3.0610000000000004,4721.8,1431.7,520.6,5.3,4.4714,63.9,4.75,148.2,2.6,23753.53,16.1
1995,Oregon,3.1180000000000003,4955.2,1674.2,522.4,4.8,4.4143,63.2,4.75,152.4,2.8,24705.66,16.1
1996,Oregon,3.177,5377.4,1597.7,463.1,5.6,4.3571,63.1,4.75,156.9,2.9,25913.9,16.0
1997,Oregon,3.236,5643.0,1826.8,444.4,5.5,4.3,61.0,5.5,160.5,2.3,27426.0,15.3
1998,Oregon,3.2969999999999997,5978.0,1609.1,419.8,5.7,4.2,63.4,6.0,163.0,1.6,28861.44,15.1
1999,Oregon,3.359,6319.8,1819.3,374.9,5.5,4.1,64.3,6.0,166.6,2.2,30469.84,15.0
2000,Oregon,3.431,6585.0,1922.2,350.7,5.2,4.0,65.3,6.5,172.2,3.4,32154.82,14.6
2001,Oregon,3.47,6971.9,2389.9,306.6,6.4,4.0,65.8,6.5,177.1,2.8,32921.92,13.8
2002,Oregon,3.517,7667.4,2718.9,292.5,7.5,3.9,66.2,6.5,179.9,1.6,33252.09,13.6
2003,Oregon,3.55,7669.6,3301.5,294.8,8.0,3.8,68.0,6.9,184.0,2.3,34064.95,13.5
2004,Oregon,3.574,7687.8,2858.1,298.6,7.4,3.7,69.0,7.05,188.9,2.7,35648.55,13.2
2005,Oregon,3.6180000000000003,8022.8,2440.2,287.0,6.2,3.6,68.2,7.25,195.3,3.4,36952.94,13.2
2006,Oregon,3.678,8476.0,2327.7,284.6,5.4,3.7,68.1,7.5,201.6,3.2,38651.41,13.0
2007,Oregon,3.733,8825.6,2390.9,293.9,5.2,3.6,65.7,7.8,207.342,2.9,40405.48,12.7
2008,Oregon,3.783,9835.2,2520.5,261.4,6.2,3.5,66.2,7.95,215.303,3.8,41334.97,12.7
2009,Oregon,3.826,10741.7,3476.7,260.6,10.8,3.5,68.2,8.4,214.537,-0.4,40711.61,12.8
2010,Oregon,3.838,10549.5,4990.0,251.4,10.7,3.6,66.3,8.4,218.05599999999998,1.6,41673.83,12.9
2011,Oregon,3.873,10643.9,4474.1,249.3,9.6,3.6,66.4,8.5,224.93900000000002,3.2,42979.61,13.9
2012,Oregon,3.9,11225.5,5307.0,247.1,8.8,3.4,66.1,8.8,229.59400000000002,2.1,44321.67,14.0
2013,Oregon,3.924,11350.8,4893.0,242.8,7.8,3.3,64.2,8.95,232.957,1.5,44888.16,14.2
2014,Oregon,3.965,11906.6,5107.7,259.2,6.7,3.2,62.8,9.1,236.736,1.6,46481.52,14.8
2015,Oregon,4.019,12428.7,4629.9,265.4,5.5,3.1,61.1,9.25,237.017,0.1,48098.63,
2016,Oregon,4.093,13605.0,4973.2,268.8,4.7,3.01,62.6,9.75,240.007,1.3,48642.15,
2017,Oregon,4.147,13882.7,5306.3,280.4,4.1,2.9,61.8,9.75,245.12,2.1,50321.89,
2018,Oregon,4.184,14738.7,5663.0,290.4,4.0,2.9,62.0,10.75,251.107,2.4,52145.8,
2019,Oregon,4.216,15204.8,6098.7,284.4,3.7,2.7,62.4,11.25,255.657,1.8,54099.99,
2020,Oregon,4.242,15617.1,6418.9,,7.6,,65.2,11.25,258.66,1.2,54640.99,
2021,Oregon,4.2669999999999995,16048.6,6729.3,,,,,,,4.8,,
2022,Oregon,4.293,16569.2,7041.3,,,,,,,,,
2023,Oregon,4.319,17201.2,7357.2,,,,,,,,,
2024,Oregon,4.345,17945.0,7675.4,,,,,,,,,
2025,Oregon,4.371,18789.4,7994.2,,,,,,,,,
2026,Oregon,4.397,19716.6,8311.4,,,,,,,,,
1970,Pennsylvania,11.800999999999998,2852.4,561.7,220.2,,3.5,,1.3,38.8,5.8,6186.24,16.9
1971,Pennsylvania,11.807,3213.8,773.3,268.7,,3.75,,1.3,40.5,4.3,6497.08,15.3
1972,Pennsylvania,11.812999999999999,3620.5,1124.7,277.1,,4.0,,1.6,41.8,3.3,7133.8,14.8
1973,Pennsylvania,11.82,3960.2,1026.8,272.2,,4.25,,1.6,44.4,6.2,7580.16,14.3
1974,Pennsylvania,11.825999999999999,4044.0,1047.4,315.0,,4.5,,1.6,49.3,11.1,8030.76,14.4
1975,Pennsylvania,11.832,4488.8,1440.5,329.2,,4.75,,1.6,53.8,9.1,8630.92,14.7
1976,Pennsylvania,11.839,4834.3,2392.4,294.9,8.0,5.0,,2.2,56.9,5.7,9226.48,15.4
1977,Pennsylvania,11.845,4921.7,3906.6,282.8,7.7,5.1,,2.2,60.6,6.5,9779.44,15.5
1978,Pennsylvania,11.850999999999999,5135.8,4113.8,301.1,7.0,5.2,,2.2,65.2,7.6,10556.03,15.8
1979,Pennsylvania,11.857999999999999,5645.3,3813.0,333.6,7.0,5.3,,2.9,72.6,11.3,11479.46,15.6
1980,Pennsylvania,11.864,6174.1,4286.2,363.9,8.1,5.2,,3.1,82.4,13.5,12513.46,15.8
1981,Pennsylvania,11.866,6652.0,4998.9,371.7,8.4,5.1444,,3.35,90.9,10.3,13773.1,16.8
1982,Pennsylvania,11.867,6685.5,5436.0,360.4,10.9,5.0889,,3.35,96.5,6.1,14531.34,18.0
1983,Pennsylvania,11.869000000000002,7097.9,6379.2,342.8,11.1,5.0333,,3.35,99.6,3.2,15239.24,18.2
1984,Pennsylvania,11.870999999999999,7583.7,5371.3,320.6,8.9,4.9778,71.1,3.35,103.9,4.3,16135.07,18.0
1985,Pennsylvania,11.873,8415.5,5696.7,331.1,8.0,4.9222,71.6,3.35,107.6,3.5,16822.51,17.5
1986,Pennsylvania,11.875,9244.4,5749.6,358.6,7.0,4.8667,72.3,3.35,109.6,1.9,17321.82,16.2
1987,Pennsylvania,11.876,10098.8,6004.2,369.4,5.7,4.8111,71.8,3.35,113.6,3.7,18426.51,14.9
1988,Pennsylvania,11.878,10930.3,6049.8,362.0,5.1,4.7556,72.1,3.35,118.3,4.1,19334.04,14.5
1989,Pennsylvania,11.88,12159.2,6511.9,378.6,4.9,4.7,72.8,3.35,124.0,4.8,20099.55,14.5
1990,Pennsylvania,11.882,13297.9,6983.7,431.0,5.5,4.7,73.8,3.35,130.7,5.4,21027.98,14.5
1991,Pennsylvania,11.921,13550.2,8411.2,450.0,6.9,4.6429,74.0,3.8,136.2,4.2,21811.6,14.9
1992,Pennsylvania,11.960999999999999,15463.1,7411.7,427.0,7.5,4.5857,73.1,4.25,140.3,3.0,22935.42,15.2
1993,Pennsylvania,12.0,17012.0,7597.4,417.5,6.9,4.5286,72.0,4.25,144.5,3.0,23132.67,15.1
1994,Pennsylvania,12.04,15901.2,7527.1,426.7,6.3,4.4714,71.8,4.25,148.2,2.6,23753.53,15.1
1995,Pennsylvania,12.08,16548.1,8633.0,427.3,5.9,4.4143,71.5,4.25,152.4,2.8,24705.66,14.9
1996,Pennsylvania,12.12,18152.2,7946.9,480.3,5.5,4.3571,71.7,4.25,156.9,2.9,25913.9,14.1
1997,Pennsylvania,12.16,18724.3,7933.5,442.1,5.1,4.3,73.3,4.75,160.5,2.3,27426.0,13.2
1998,Pennsylvania,12.2,21032.6,7611.0,420.5,4.7,4.2,73.9,5.15,163.0,1.6,28861.44,12.5
1999,Pennsylvania,12.241,22401.6,7914.7,420.5,4.5,4.1,75.2,5.15,166.6,2.2,30469.84,12.0
2000,Pennsylvania,12.286,23411.8,8117.0,420.0,4.2,4.0,74.7,5.15,172.2,3.4,32154.82,11.6
2001,Pennsylvania,12.3,24189.5,9088.0,409.9,4.8,4.0,74.3,5.15,177.1,2.8,32921.92,11.5
2002,Pennsylvania,12.325999999999999,24478.9,10406.7,402.1,5.6,3.9,74.0,5.15,179.9,1.6,33252.09,11.6
2003,Pennsylvania,12.357999999999999,26809.8,10174.5,397.8,5.7,3.8,73.7,5.15,184.0,2.3,34064.95,11.8
2004,Pennsylvania,12.388,29048.7,9806.8,411.5,5.4,3.7,74.9,5.15,188.9,2.7,35648.55,11.7
2005,Pennsylvania,12.418,30423.4,9550.7,425.3,5.0,3.6,73.3,5.15,195.3,3.4,36952.94,11.5
2006,Pennsylvania,12.470999999999998,31647.8,9525.9,442.3,4.7,3.7,73.2,5.15,201.6,3.2,38651.41,11.2
2007,Pennsylvania,12.523,32068.3,9693.7,416.7,4.6,3.6,72.9,6.25,207.342,2.9,40405.48,10.9
2008,Pennsylvania,12.565999999999999,33619.2,10391.9,410.0,5.3,3.5,72.6,7.15,215.303,3.8,41334.97,10.8
2009,Pennsylvania,12.605,34736.9,12437.6,382.3,8.0,3.5,72.2,7.15,214.537,-0.4,40711.61,10.9
2010,Pennsylvania,12.710999999999999,35405.8,16524.4,366.5,8.2,3.6,72.2,7.25,218.05599999999998,1.6,41673.83,11.5
2011,Pennsylvania,12.747,35594.1,15368.3,362.4,7.8,3.6,71.1,7.25,224.93900000000002,3.2,42979.61,11.9
2012,Pennsylvania,12.769,35723.5,12817.3,355.5,7.7,3.4,71.0,7.25,229.59400000000002,2.1,44321.67,12.1
2013,Pennsylvania,12.78,37911.5,12169.2,335.1,7.1,3.3,71.5,7.25,232.957,1.5,44888.16,12.5
2014,Pennsylvania,12.792,38263.2,12121.7,315.0,5.9,3.2,69.7,7.25,236.736,1.6,46481.52,11.8
2015,Pennsylvania,12.79,39873.3,10172.8,315.4,5.4,3.1,69.6,7.25,237.017,0.1,48098.63,
2016,Pennsylvania,12.789000000000001,41765.0,10802.9,315.9,5.3,3.01,68.5,7.25,240.007,1.3,48642.15,
2017,Pennsylvania,12.795,43634.9,12086.7,313.0,5.0,2.9,68.6,7.25,245.12,2.1,50321.89,
2018,Pennsylvania,12.809000000000001,44328.3,10555.6,305.4,4.4,2.9,69.9,7.25,251.107,2.4,52145.8,
2019,Pennsylvania,12.799000000000001,45776.4,12962.9,306.4,4.5,2.7,69.2,7.25,255.657,1.8,54099.99,
2020,Pennsylvania,12.783,46750.2,13551.2,,9.1,,69.9,7.25,258.66,1.2,54640.99,
2021,Pennsylvania,12.767999999999999,47696.7,14154.5,,,,,,,4.8,,
2022,Pennsylvania,12.752,48818.5,14726.1,,,,,,,,,
2023,Pennsylvania,12.737,50200.0,15273.5,,,,,,,,,
2024,Pennsylvania,12.720999999999998,51876.9,15797.0,,,,,,,,,
2025,Pennsylvania,12.705,53855.7,16303.6,,,,,,,,,
2026,Pennsylvania,12.69,56122.1,16806.0,,,,,,,,,
1970,Rhode Island,0.95,216.0,73.7,204.7,,3.5,,1.6,38.8,5.8,6186.24,
1971,Rhode Island,0.9490000000000001,261.8,106.6,221.8,,3.75,,1.6,40.5,4.3,6497.08,
1972,Rhode Island,0.9490000000000001,273.2,127.0,250.4,,4.0,,1.6,41.8,3.3,7133.8,
1973,Rhode Island,0.9490000000000001,280.2,114.9,282.5,,4.25,,1.6,44.4,6.2,7580.16,
1974,Rhode Island,0.9490000000000001,322.6,120.8,282.9,,4.5,,1.6,49.3,11.1,8030.76,
1975,Rhode Island,0.948,368.2,159.0,302.3,,4.75,,1.6,53.8,9.1,8630.92,
1976,Rhode Island,0.948,402.1,260.7,299.8,8.0,5.0,,2.3,56.9,5.7,9226.48,12.9
1977,Rhode Island,0.948,415.4,368.3,301.6,8.0,5.1,,2.3,60.6,6.5,9779.44,12.9
1978,Rhode Island,0.948,458.4,371.5,348.1,6.3,5.2,,2.3,65.2,7.6,10556.03,13.1
1979,Rhode Island,0.9470000000000001,508.0,378.9,375.1,6.3,5.3,,2.9,72.6,11.3,11479.46,14.0
1980,Rhode Island,0.9470000000000001,558.3,464.5,408.5,7.2,5.2,,3.1,82.4,13.5,12513.46,15.6
1981,Rhode Island,0.953,617.9,458.8,441.7,7.6,5.1444,,3.35,90.9,10.3,13773.1,17.5
1982,Rhode Island,0.958,655.3,539.0,401.8,10.0,5.0889,,3.35,96.5,6.1,14531.34,19.0
1983,Rhode Island,0.9640000000000001,695.2,566.1,355.2,8.4,5.0333,,3.35,99.6,3.2,15239.24,18.8
1984,Rhode Island,0.9690000000000001,729.7,546.0,334.7,5.3,4.9778,60.9,3.35,103.9,4.3,16135.07,17.7
1985,Rhode Island,0.975,773.1,591.6,346.6,4.7,4.9222,61.4,3.35,107.6,3.5,16822.51,15.9
1986,Rhode Island,0.981,830.9,636.6,335.5,4.1,4.8667,62.2,3.35,109.6,1.9,17321.82,14.1
1987,Rhode Island,0.986,890.8,670.1,359.7,3.7,4.8111,60.4,3.35,113.6,3.7,18426.51,12.4
1988,Rhode Island,0.992,988.6,681.7,396.7,2.9,4.7556,62.0,3.65,118.3,4.1,19334.04,12.0
1989,Rhode Island,0.998,1064.1,732.8,378.0,3.9,4.7,61.2,3.65,124.0,4.8,20099.55,12.4
1990,Rhode Island,1.003,1210.9,828.5,431.9,6.2,4.7,58.5,3.65,130.7,5.4,21027.98,13.3
1991,Rhode Island,1.008,1231.2,1047.5,462.0,8.4,4.6429,58.2,4.25,136.2,4.2,21811.6,13.9
1992,Rhode Island,1.012,1356.1,822.6,394.5,9.0,4.5857,56.8,4.45,140.3,3.0,22935.42,14.9
1993,Rhode Island,1.0170000000000001,1355.6,870.4,401.7,7.5,4.5286,57.6,4.45,144.5,3.0,23132.67,15.4
1994,Rhode Island,1.021,1439.1,877.0,375.5,6.6,4.4714,56.5,4.45,148.2,2.6,23753.53,15.7
1995,Rhode Island,1.026,1482.8,957.5,368.0,6.3,4.4143,57.9,4.45,152.4,2.8,24705.66,15.8
1996,Rhode Island,1.03,1519.1,875.4,347.2,5.2,4.3571,56.6,4.45,156.9,2.9,25913.9,15.5
1997,Rhode Island,1.035,1601.2,837.3,333.5,5.3,4.3,58.7,5.15,160.5,2.3,27426.0,14.6
1998,Rhode Island,1.0390000000000001,1673.6,793.8,312.1,4.5,4.2,59.8,5.15,163.0,1.6,28861.44,14.1
1999,Rhode Island,1.044,1797.6,808.3,286.6,4.2,4.1,60.6,5.15,166.6,2.2,30469.84,13.3
2000,Rhode Island,1.051,1879.2,845.8,297.7,4.0,4.0,61.5,5.65,172.2,3.4,32154.82,12.3
2001,Rhode Island,1.058,2132.2,871.7,309.3,4.5,4.0,60.1,6.15,177.1,2.8,32921.92,11.7
2002,Rhode Island,1.0659999999999998,2205.6,1032.2,285.6,5.1,3.9,59.4,6.15,179.9,1.6,33252.09,12.1
2003,Rhode Island,1.072,2315.5,1049.9,285.7,5.6,3.8,59.9,6.15,184.0,2.3,34064.95,12.3
2004,Rhode Island,1.071,2470.4,999.2,247.5,5.3,3.7,61.5,6.75,188.9,2.7,35648.55,12.5
2005,Rhode Island,1.065,2553.5,1008.8,252.4,5.1,3.6,63.1,6.75,195.3,3.4,36952.94,12.7
2006,Rhode Island,1.06,2749.7,802.2,230.4,5.2,3.7,64.6,6.75,201.6,3.2,38651.41,13.5
2007,Rhode Island,1.055,2837.9,881.1,229.1,5.1,3.6,64.9,7.4,207.342,2.9,40405.48,13.2
2008,Rhode Island,1.054,2976.9,916.4,252.8,7.6,3.5,64.5,7.4,215.303,3.8,41334.97,12.9
2009,Rhode Island,1.053,2966.6,1008.6,254.3,11.4,3.5,62.9,7.4,214.537,-0.4,40711.61,13.0
2010,Rhode Island,1.054,3064.5,1345.0,257.4,11.6,3.6,62.8,7.4,218.05599999999998,1.6,41673.83,13.3
2011,Rhode Island,1.054,3089.3,1276.2,246.1,11.0,3.6,63.4,7.4,224.93900000000002,3.2,42979.61,13.1
2012,Rhode Island,1.055,3126.4,1263.8,253.0,10.2,3.4,62.1,7.4,229.59400000000002,2.1,44321.67,13.4
2013,Rhode Island,1.056,3173.2,1156.8,257.3,9.5,3.3,61.5,7.75,232.957,1.5,44888.16,14.2
2014,Rhode Island,1.057,3216.8,1160.4,219.9,7.8,3.2,61.8,8.0,236.736,1.6,46481.52,14.0
2015,Rhode Island,1.057,3263.9,933.8,243.0,6.0,3.1,58.9,9.0,237.017,0.1,48098.63,
2016,Rhode Island,1.058,3379.3,1007.5,239.1,5.2,3.01,56.3,9.6,240.007,1.3,48642.15,
2017,Rhode Island,1.057,3492.4,949.8,234.2,4.5,2.9,56.6,9.6,245.12,2.1,50321.89,
2018,Rhode Island,1.0590000000000002,3583.1,969.7,219.8,4.1,2.9,60.7,10.1,251.107,2.4,52145.8,
2019,Rhode Island,1.058,3738.2,1082.9,221.1,3.6,2.7,63.8,10.5,255.657,1.8,54099.99,
2020,Rhode Island,1.057,3865.8,1080.8,,9.4,,64.5,10.5,258.66,1.2,54640.99,
2021,Rhode Island,1.056,3987.9,1082.8,,,,,,,4.8,,
2022,Rhode Island,1.055,4118.4,1095.7,,,,,,,,,
2023,Rhode Island,1.054,4262.1,1122.4,,,,,,,,,
2024,Rhode Island,1.053,4420.5,1163.8,,,,,,,,,
2025,Rhode Island,1.052,4593.5,1219.0,,,,,,,,,
2026,Rhode Island,1.051,4780.4,1286.5,,,,,,,,,
1970,South Carolina,2.591,570.1,47.2,286.1,,3.5,,1.3,38.8,5.8,6186.24,
1971,South Carolina,2.639,600.6,67.8,311.7,,3.75,,1.3,40.5,4.3,6497.08,
1972,South Carolina,2.6889999999999996,674.2,84.5,386.9,,4.0,,1.6,41.8,3.3,7133.8,
1973,South Carolina,2.74,744.7,70.5,394.6,,4.25,,1.6,44.4,6.2,7580.16,
1974,South Carolina,2.7910000000000004,870.4,76.2,455.7,,4.5,,1.6,49.3,11.1,8030.76,
1975,South Carolina,2.844,1021.7,188.3,511.4,,4.75,,1.6,53.8,9.1,8630.92,
1976,South Carolina,2.897,1134.7,251.7,599.2,7.0,5.0,,2.2,56.9,5.7,9226.48,22.4
1977,South Carolina,2.952,1151.1,385.9,636.2,6.8,5.1,,2.2,60.6,6.5,9779.44,21.9
1978,South Carolina,3.008,1308.8,389.9,637.6,5.6,5.2,,2.2,65.2,7.6,10556.03,22.3
1979,South Carolina,3.0639999999999996,1520.9,411.0,678.3,5.0,5.3,,2.9,72.6,11.3,11479.46,22.8
1980,South Carolina,3.122,1711.4,508.4,660.0,6.7,5.2,,3.1,82.4,13.5,12513.46,24.2
1981,South Carolina,3.157,1898.3,701.9,640.4,8.2,5.1444,,3.35,90.9,10.3,13773.1,24.8
1982,South Carolina,3.1919999999999997,2041.9,756.2,720.0,10.8,5.0889,,3.35,96.5,6.1,14531.34,24.8
1983,South Carolina,3.227,1992.7,776.3,616.8,9.9,5.0333,,3.35,99.6,3.2,15239.24,24.5
1984,South Carolina,3.263,2134.6,630.1,624.5,6.9,4.9778,69.1,3.35,103.9,4.3,16135.07,23.8
1985,South Carolina,3.299,2475.7,755.6,631.0,6.8,4.9222,72.0,3.35,107.6,3.5,16822.51,21.9
1986,South Carolina,3.3360000000000003,2739.6,834.7,674.6,6.4,4.8667,70.3,3.35,109.6,1.9,17321.82,20.9
1987,South Carolina,3.373,3054.1,825.7,664.9,5.5,4.8111,72.8,3.35,113.6,3.7,18426.51,20.4
1988,South Carolina,3.41,3273.9,855.5,741.2,4.6,4.7556,73.8,3.35,118.3,4.1,19334.04,20.0
1989,South Carolina,3.448,3468.5,972.7,813.7,4.6,4.7,71.0,3.35,124.0,4.8,20099.55,19.3
1990,South Carolina,3.487,3987.7,1346.5,976.6,4.9,4.7,71.4,3.35,130.7,5.4,21027.98,19.3
1991,South Carolina,3.536,4290.4,1899.4,972.5,6.1,4.6429,73.1,3.8,136.2,4.2,21811.6,19.7
1992,South Carolina,3.5860000000000003,4345.7,933.2,944.5,6.7,4.5857,71.0,4.25,140.3,3.0,22935.42,18.5
1993,South Carolina,3.637,4394.5,959.4,1023.4,7.3,4.5286,71.1,4.25,144.5,3.0,23132.67,18.6
1994,South Carolina,3.688,4668.7,969.7,1030.5,6.2,4.4714,72.0,4.25,148.2,2.6,23753.53,17.3
1995,South Carolina,3.74,4951.7,1089.3,981.9,5.1,4.4143,71.3,4.25,152.4,2.8,24705.66,16.3
1996,South Carolina,3.793,5353.6,1111.5,996.9,5.7,4.3571,72.9,4.25,156.9,2.9,25913.9,14.8
1997,South Carolina,3.847,5685.4,1100.8,990.3,4.5,4.3,74.1,4.75,160.5,2.3,27426.0,14.1
1998,South Carolina,3.9010000000000002,6177.6,1055.0,903.2,3.6,4.2,76.6,5.15,163.0,1.6,28861.44,12.9
1999,South Carolina,3.9560000000000004,6620.0,1094.6,847.2,4.1,4.1,77.1,5.15,166.6,2.2,30469.84,13.4
2000,South Carolina,4.024,7212.3,1059.7,828.1,3.7,4.0,76.5,5.15,172.2,3.4,32154.82,13.5
2001,South Carolina,4.063,7826.1,1444.5,815.2,5.3,4.0,76.1,5.15,177.1,2.8,32921.92,13.5
2002,South Carolina,4.104,8452.6,1533.7,822.7,6.4,3.9,77.5,5.15,179.9,1.6,33252.09,13.9
2003,South Carolina,4.146,8981.4,1883.2,806.4,7.2,3.8,75.0,5.15,184.0,2.3,34064.95,14.2
2004,South Carolina,4.2010000000000005,9102.8,1493.5,789.9,7.4,3.7,76.2,5.15,188.9,2.7,35648.55,13.3
2005,South Carolina,4.256,9852.3,1367.9,767.4,7.3,3.6,73.9,5.15,195.3,3.4,36952.94,13.4
2006,South Carolina,4.3389999999999995,10653.3,1410.0,771.1,6.9,3.7,74.2,5.15,201.6,3.2,38651.41,13.9
2007,South Carolina,4.4239999999999995,11483.5,1544.6,785.7,6.1,3.6,74.1,5.15,207.342,2.9,40405.48,13.7
2008,South Carolina,4.503,12351.3,1781.8,731.0,7.3,3.5,73.9,5.85,215.303,3.8,41334.97,13.5
2009,South Carolina,4.561,12617.8,2243.5,675.2,11.4,3.5,74.4,6.55,214.537,-0.4,40711.61,14.8
2010,South Carolina,4.636,12433.3,3102.9,602.2,11.3,3.6,74.8,7.25,218.05599999999998,1.6,41673.83,15.0
2011,South Carolina,4.673,12198.9,2657.5,596.9,10.4,3.6,74.2,7.25,224.93900000000002,3.2,42979.61,15.2
2012,South Carolina,4.718999999999999,12270.0,2079.4,560.5,9.0,3.4,71.5,7.25,229.59400000000002,2.1,44321.67,15.7
2013,South Carolina,4.766,12854.3,1880.8,508.5,7.4,3.3,72.4,7.25,232.957,1.5,44888.16,15.7
2014,South Carolina,4.827,13261.2,2216.7,497.8,6.3,3.2,72.9,7.25,236.736,1.6,46481.52,15.9
2015,South Carolina,4.896,13827.1,1696.3,499.5,5.9,3.1,67.1,7.25,237.017,0.1,48098.63,
2016,South Carolina,4.963,14463.7,1660.9,506.8,4.9,3.01,68.9,7.25,240.007,1.3,48642.15,
2017,South Carolina,5.027,15222.9,1715.2,506.1,4.2,2.9,72.8,7.25,245.12,2.1,50321.89,
2018,South Carolina,5.092,15699.0,1749.1,500.8,3.4,2.9,72.0,7.25,251.107,2.4,52145.8,
2019,South Carolina,5.1579999999999995,15899.2,1861.8,511.3,2.8,2.7,72.6,7.25,255.657,1.8,54099.99,
2020,South Carolina,5.218,16070.6,1875.3,,6.2,,73.6,7.25,258.66,1.2,54640.99,
2021,South Carolina,5.279,16279.1,1899.3,,,,,,,4.8,,
2022,South Carolina,5.341,16610.8,1938.1,,,,,,,,,
2023,South Carolina,5.403,17100.1,1995.7,,,,,,,,,
2024,South Carolina,5.4670000000000005,17755.5,2073.0,,,,,,,,,
2025,South Carolina,5.53,18568.7,2169.0,,,,,,,,,
2026,South Carolina,5.595,19519.3,2280.4,,,,,,,,,
1970,South Dakota,2.591,570.1,47.2,92.5,,3.5,,1.3,38.8,5.8,6186.24,
1971,South Dakota,2.639,600.6,67.8,96.1,,3.75,,1.3,40.5,4.3,6497.08,
1972,South Dakota,2.6889999999999996,674.2,84.5,111.3,,4.0,,1.6,41.8,3.3,7133.8,
1973,South Dakota,2.74,744.7,70.5,126.9,,4.25,,1.6,44.4,6.2,7580.16,
1974,South Dakota,2.7910000000000004,870.4,76.2,180.9,,4.5,,1.6,49.3,11.1,8030.76,
1975,South Dakota,2.844,1021.7,188.3,205.3,,4.75,,1.6,53.8,9.1,8630.92,
1976,South Dakota,2.897,1134.7,251.7,186.2,3.3,5.0,,2.2,56.9,5.7,9226.48,21.7
1977,South Dakota,2.952,1151.1,385.9,189.1,3.4,5.1,,2.2,60.6,6.5,9779.44,20.4
1978,South Dakota,3.008,1308.8,389.9,163.5,3.2,5.2,,2.2,65.2,7.6,10556.03,21.6
1979,South Dakota,3.0639999999999996,1520.9,411.0,159.1,3.4,5.3,,2.9,72.6,11.3,11479.46,22.4
1980,South Dakota,3.122,1711.4,508.4,126.8,4.7,5.2,,3.1,82.4,13.5,12513.46,22.3
1981,South Dakota,3.157,1898.3,701.9,104.8,4.9,5.1444,,3.35,90.9,10.3,13773.1,23.5
1982,South Dakota,3.1919999999999997,2041.9,756.2,99.0,5.4,5.0889,,3.35,96.5,6.1,14531.34,23.1
1983,South Dakota,3.227,1992.7,776.3,120.0,5.2,5.0333,,3.35,99.6,3.2,15239.24,22.5
1984,South Dakota,3.263,2134.6,630.1,147.5,4.4,4.9778,69.6,3.35,103.9,4.3,16135.07,22.1
1985,South Dakota,3.299,2475.7,755.6,136.6,4.8,4.9222,67.6,3.35,107.6,3.5,16822.51,21.4
1986,South Dakota,3.3360000000000003,2739.6,834.7,124.7,4.6,4.8667,65.9,3.35,109.6,1.9,17321.82,20.1
1987,South Dakota,3.373,3054.1,825.7,119.7,4.3,4.8111,66.8,3.35,113.6,3.7,18426.51,19.2
1988,South Dakota,3.41,3273.9,855.5,113.7,4.1,4.7556,66.4,3.35,118.3,4.1,19334.04,17.9
1989,South Dakota,3.448,3468.5,972.7,135.5,3.9,4.7,65.8,3.35,124.0,4.8,20099.55,16.6
1990,South Dakota,3.487,3987.7,1346.5,162.8,3.6,4.7,66.2,3.35,130.7,5.4,21027.98,15.7
1991,South Dakota,3.536,4290.4,1899.4,182.2,3.5,4.6429,66.1,3.8,136.2,4.2,21811.6,15.3
1992,South Dakota,3.5860000000000003,4345.7,933.2,194.5,3.4,4.5857,66.5,4.25,140.3,3.0,22935.42,15.0
1993,South Dakota,3.637,4394.5,959.4,208.4,3.5,4.5286,65.6,4.25,144.5,3.0,23132.67,14.8
1994,South Dakota,3.688,4668.7,969.7,227.6,3.3,4.4714,66.4,4.25,148.2,2.6,23753.53,14.4
1995,South Dakota,3.74,4951.7,1089.3,207.5,3.2,4.4143,67.5,4.25,152.4,2.8,24705.66,14.7
1996,South Dakota,3.793,5353.6,1111.5,177.2,3.3,4.3571,67.8,4.25,156.9,2.9,25913.9,14.0
1997,South Dakota,3.847,5685.4,1100.8,197.4,2.9,4.3,67.6,4.75,160.5,2.3,27426.0,12.7
1998,South Dakota,3.9010000000000002,6177.6,1055.0,154.3,2.9,4.2,67.3,5.15,163.0,1.6,28861.44,11.8
1999,South Dakota,3.9560000000000004,6620.0,1094.6,167.4,2.7,4.1,70.7,5.15,166.6,2.2,30469.84,11.2
2000,South Dakota,4.024,7212.3,1059.7,166.8,2.5,4.0,71.2,5.15,172.2,3.4,32154.82,10.2
