year,state,population_million,education_million,welfare_million,crime_rate,unemployment_rate,divorce_rate_per_1000_people,homeownership_rate,minimum_wage_effective,CPI_Average,inflation_rate,avg_wage_index,poverty_rate
2001,South Dakota,4.063,7826.1,1444.5,154.4,3.0,4.0,71.5,5.15,177.1,2.8,32921.92,10.2
2002,South Dakota,4.104,8452.6,1533.7,177.5,3.2,3.9,71.5,5.15,179.9,1.6,33252.09,11.2
2003,South Dakota,4.146,8981.4,1883.2,173.7,3.5,3.8,70.9,5.15,184.0,2.3,34064.95,11.2
2004,South Dakota,4.2010000000000005,9102.8,1493.5,171.2,3.6,3.7,68.5,5.15,188.9,2.7,35648.55,11.2
2005,South Dakota,4.256,9852.3,1367.9,179.0,3.6,3.6,68.4,5.15,195.3,3.4,36952.94,10.7
2006,South Dakota,4.3389999999999995,10653.3,1410.0,264.9,3.0,3.7,70.6,5.15,201.6,3.2,38651.41,10.1
2007,South Dakota,4.4239999999999995,11483.5,1544.6,241.9,2.8,3.6,70.4,5.15,207.342,2.9,40405.48,10.0
2008,South Dakota,4.503,12351.3,1781.8,276.9,3.1,3.5,70.4,5.85,215.303,3.8,41334.97,9.8
2009,South Dakota,4.561,12617.8,2243.5,218.7,4.6,3.5,69.6,6.55,214.537,-0.4,40711.61,9.8
2010,South Dakota,4.636,12433.3,3102.9,268.9,4.9,3.6,70.6,7.25,218.05599999999998,1.6,41673.83,10.2
2011,South Dakota,4.673,12198.9,2657.5,255.6,4.6,3.6,69.3,7.25,224.93900000000002,3.2,42979.61,10.1
2012,South Dakota,4.718999999999999,12270.0,2079.4,323.8,4.1,3.4,69.2,7.25,229.59400000000002,2.1,44321.67,10.2
2013,South Dakota,4.766,12854.3,1880.8,323.2,3.7,3.3,67.8,7.25,232.957,1.5,44888.16,10.4
2014,South Dakota,4.827,13261.2,2216.7,328.3,3.3,3.2,69.2,7.25,236.736,1.6,46481.52,10.2
2015,South Dakota,4.896,13827.1,1696.3,384.9,3.0,3.1,70.1,8.5,237.017,0.1,48098.63,
2016,South Dakota,4.963,14463.7,1660.9,422.0,3.0,3.01,69.4,8.55,240.007,1.3,48642.15,
2017,South Dakota,5.027,15222.9,1715.2,429.8,3.1,2.9,67.8,8.65,245.12,2.1,50321.89,
2018,South Dakota,5.092,15699.0,1749.1,396.4,2.9,2.9,69.1,8.85,251.107,2.4,52145.8,
2019,South Dakota,5.1579999999999995,15899.2,1861.8,399.0,3.0,2.7,69.5,9.3,255.657,1.8,54099.99,
2020,South Dakota,5.218,16070.6,1875.3,,4.6,,71.4,9.3,258.66,1.2,54640.99,
2021,South Dakota,5.279,16279.1,1899.3,,,,,,,4.8,,
2022,South Dakota,5.341,16610.8,1938.1,,,,,,,,,
2023,South Dakota,5.403,17100.1,1995.7,,,,,,,,,
2024,South Dakota,5.4670000000000005,17755.5,2073.0,,,,,,,,,
2025,South Dakota,5.53,18568.7,2169.0,,,,,,,,,
2026,South Dakota,5.595,19519.3,2280.4,,,,,,,,,
1970,Tennessee,3.926,786.9,101.6,274.9,,3.5,,1.3,38.8,5.8,6186.24,
1971,Tennessee,3.988,857.4,151.2,313.8,,3.75,,1.3,40.5,4.3,6497.08,
1972,Tennessee,4.051,928.5,226.3,319.0,,4.0,,1.6,41.8,3.3,7133.8,
1973,Tennessee,4.115,988.7,155.8,358.0,,4.25,,1.6,44.4,6.2,7580.16,
1974,Tennessee,4.18,1094.3,150.3,386.8,,4.5,,1.6,49.3,11.1,8030.76,
1975,Tennessee,4.246,1361.7,263.9,397.0,,4.75,,1.6,53.8,9.1,8630.92,
1976,Tennessee,4.313,1486.0,436.7,393.3,6.1,5.0,,2.2,56.9,5.7,9226.48,24.9
1977,Tennessee,4.381,1604.1,696.4,389.5,6.3,5.1,,2.2,60.6,6.5,9779.44,24.3
1978,Tennessee,4.45,1778.5,680.4,382.6,5.8,5.2,,2.2,65.2,7.6,10556.03,23.3
1979,Tennessee,4.52,1887.9,752.4,414.0,5.8,5.3,,2.9,72.6,11.3,11479.46,22.7
1980,Tennessee,4.591,2134.7,903.6,458.1,7.2,5.2,,3.1,82.4,13.5,12513.46,23.6
1981,Tennessee,4.619,2220.8,1096.7,412.6,8.9,5.1444,,3.35,90.9,10.3,13773.1,23.8
1982,Tennessee,4.647,2193.4,1155.7,421.1,11.7,5.0889,,3.35,96.5,6.1,14531.34,24.0
1983,Tennessee,4.675,2451.9,1210.1,402.0,11.6,5.0333,,3.35,99.6,3.2,15239.24,24.2
1984,Tennessee,4.703,2573.5,1202.2,445.4,8.8,4.9778,67.6,3.35,103.9,4.3,16135.07,23.9
1985,Tennessee,4.732,2942.9,1242.1,474.4,7.9,4.9222,67.6,3.35,107.6,3.5,16822.51,22.6
1986,Tennessee,4.761,3162.3,1422.5,539.6,7.9,4.8667,67.4,3.35,109.6,1.9,17321.82,22.4
1987,Tennessee,4.79,3435.8,1603.7,533.5,6.7,4.8111,67.2,3.35,113.6,3.7,18426.51,22.3
1988,Tennessee,4.819,3663.1,1854.8,532.7,5.8,4.7556,66.9,3.35,118.3,4.1,19334.04,21.8
1989,Tennessee,4.848,4064.3,1617.1,548.9,5.1,4.7,67.3,3.35,124.0,4.8,20099.55,20.5
1990,Tennessee,4.877,4350.3,1854.7,670.4,5.3,4.7,68.3,3.35,130.7,5.4,21027.98,20.4
1991,Tennessee,4.953,4591.1,2234.7,725.9,6.6,4.6429,68.0,3.8,136.2,4.2,21811.6,20.1
1992,Tennessee,5.03,4870.0,1441.4,746.2,6.5,4.5857,67.4,4.25,140.3,3.0,22935.42,19.2
1993,Tennessee,5.1080000000000005,4917.9,1690.1,765.8,5.8,4.5286,64.1,4.25,144.5,3.0,23132.67,18.2
1994,Tennessee,5.187,5605.7,1736.5,747.9,4.8,4.4714,65.2,4.25,148.2,2.6,23753.53,17.9
1995,Tennessee,5.268,6178.6,1995.4,771.5,5.2,4.4143,67.0,4.25,152.4,2.8,24705.66,17.0
1996,Tennessee,5.349,6446.3,2001.8,774.0,5.2,4.3571,68.8,4.25,156.9,2.9,25913.9,15.4
1997,Tennessee,5.432,6938.0,1996.3,789.7,5.3,4.3,70.2,4.75,160.5,2.3,27426.0,14.3
1998,Tennessee,5.517,7374.0,1863.2,715.0,4.3,4.2,71.3,5.15,163.0,1.6,28861.44,13.8
1999,Tennessee,5.602,8102.5,1995.5,695.0,4.0,4.1,71.9,5.15,166.6,2.2,30469.84,13.9
2000,Tennessee,5.702999999999999,8461.9,1967.1,707.2,3.9,4.0,70.9,5.15,172.2,3.4,32154.82,13.7
2001,Tennessee,5.755,8878.1,2402.5,744.0,4.5,4.0,69.7,5.15,177.1,2.8,32921.92,13.7
2002,Tennessee,5.803,9563.8,2657.9,717.8,5.1,3.9,70.3,5.15,179.9,1.6,33252.09,14.4
2003,Tennessee,5.857,9558.8,2957.9,691.3,5.5,3.8,70.8,5.15,184.0,2.3,34064.95,14.5
2004,Tennessee,5.917000000000001,10038.4,2743.3,697.6,5.3,3.7,71.6,5.15,188.9,2.7,35648.55,14.1
2005,Tennessee,5.996,10451.4,2668.0,757.3,5.5,3.6,72.4,5.15,195.3,3.4,36952.94,14.1
2006,Tennessee,6.0889999999999995,11040.5,2691.4,762.5,5.3,3.7,71.3,5.15,201.6,3.2,38651.41,14.2
2007,Tennessee,6.172999999999999,11540.5,2952.9,755.0,4.6,3.6,70.2,5.15,207.342,2.9,40405.48,13.8
2008,Tennessee,6.24,12486.1,3040.6,722.7,6.5,3.5,71.7,5.85,215.303,3.8,41334.97,14.1
2009,Tennessee,6.296,13012.6,3719.0,666.0,10.1,3.5,71.1,6.55,214.537,-0.4,40711.61,14.2
2010,Tennessee,6.356,13085.4,4241.0,612.0,9.8,3.6,71.0,7.25,218.05599999999998,1.6,41673.83,14.8
2011,Tennessee,6.4,13239.8,4432.3,607.8,9.1,3.6,69.3,7.25,224.93900000000002,3.2,42979.61,15.5
2012,Tennessee,6.456,13843.6,3871.9,638.5,8.0,3.4,67.9,7.25,229.59400000000002,2.1,44321.67,16.1
2013,Tennessee,6.497000000000001,13660.8,3234.1,585.8,7.8,3.3,66.8,7.25,232.957,1.5,44888.16,17.0
2014,Tennessee,6.545,14082.9,3406.4,610.7,6.6,3.2,66.7,7.25,236.736,1.6,46481.52,17.0
2015,Tennessee,6.595,14105.5,2813.4,618.9,5.6,3.1,66.5,7.25,237.017,0.1,48098.63,
2016,Tennessee,6.651,14050.8,2728.9,638.5,4.7,3.01,66.4,7.25,240.007,1.3,48642.15,
2017,Tennessee,6.715,14658.1,2804.2,655.0,3.7,2.9,67.2,7.25,245.12,2.1,50321.89,
2018,Tennessee,6.778,15057.9,2951.6,630.4,3.5,2.9,68.0,7.25,251.107,2.4,52145.8,
2019,Tennessee,6.83,13754.5,3689.5,595.2,3.4,2.7,68.8,7.25,255.657,1.8,54099.99,
2020,Tennessee,6.8870000000000005,13422.6,3823.7,,7.5,,70.0,7.25,258.66,1.2,54640.99,
2021,Tennessee,6.944,13180.5,3971.3,,,,,,,4.8,,
2022,Tennessee,7.001,13131.8,4118.2,,,,,,,,,
2023,Tennessee,7.059,13326.4,4267.5,,,,,,,,,
2024,Tennessee,7.117999999999999,13780.0,4419.8,,,,,,,,,
2025,Tennessee,7.176,14482.1,4574.8,,,,,,,,,
2026,Tennessee,7.236000000000001,15401.0,4734.7,,,,,,,,,
1970,Texas,11.199000000000002,2444.4,243.9,365.3,,3.5,,1.3,38.8,5.8,6186.24,26.8
1971,Texas,11.47,2826.8,360.6,376.0,,3.75,,1.3,40.5,4.3,6497.08,26.1
1972,Texas,11.748,3201.8,459.8,354.4,,4.0,,1.6,41.8,3.3,7133.8,26.0
1973,Texas,12.033,3384.8,386.0,385.4,,4.25,,1.6,44.4,6.2,7580.16,25.0
1974,Texas,12.325,3778.5,356.1,390.1,,4.5,,1.6,49.3,11.1,8030.76,24.4
1975,Texas,12.623,4440.3,436.6,390.6,,4.75,,1.6,53.8,9.1,8630.92,23.7
1976,Texas,12.929,5338.0,704.8,355.7,5.8,5.0,,2.2,56.9,5.7,9226.48,23.3
1977,Texas,13.243,5633.0,1477.8,407.7,5.4,5.1,,2.2,60.6,6.5,9779.44,22.4
1978,Texas,13.564,6541.2,1480.2,435.3,4.9,5.2,,2.2,65.2,7.6,10556.03,22.0
1979,Texas,13.892000000000001,6996.8,1741.2,507.9,4.4,5.3,,2.9,72.6,11.3,11479.46,21.8
1980,Texas,14.229000000000001,8322.1,1931.0,550.3,5.2,5.2,,3.1,82.4,13.5,12513.46,21.6
1981,Texas,14.484000000000002,8837.8,2271.9,532.4,5.3,5.1444,,3.35,90.9,10.3,13773.1,21.7
1982,Texas,14.742,10100.1,2233.5,577.1,6.9,5.0889,,3.35,96.5,6.1,14531.34,21.8
1983,Texas,15.005999999999998,11943.9,3198.6,512.2,8.1,5.0333,,3.35,99.6,3.2,15239.24,22.0
1984,Texas,15.274000000000001,12859.1,3082.9,505.0,6.1,4.9778,62.5,3.35,103.9,4.3,16135.07,22.4
1985,Texas,15.547,14235.5,3196.9,550.0,7.0,4.9222,60.5,3.35,107.6,3.5,16822.51,22.4
1986,Texas,15.825,15609.0,3544.8,658.9,8.8,4.8667,61.0,3.35,109.6,1.9,17321.82,22.6
1987,Texas,16.108,15930.8,4390.2,631.1,8.5,4.8111,61.1,3.35,113.6,3.7,18426.51,22.7
1988,Texas,16.395,16739.6,4341.6,652.6,7.4,4.7556,59.9,3.35,118.3,4.1,19334.04,22.3
1989,Texas,16.688,18011.2,4537.8,658.5,6.7,4.7,61.0,3.35,124.0,4.8,20099.55,21.8
1990,Texas,16.987000000000002,19548.2,5496.0,761.4,6.4,4.7,59.7,3.35,130.7,5.4,21027.98,21.6
1991,Texas,17.338,20086.2,6807.2,840.1,7.0,4.6429,59.0,3.8,136.2,4.2,21811.6,21.4
1992,Texas,17.698,22088.3,4556.3,806.3,7.7,4.5857,58.3,4.25,140.3,3.0,22935.42,21.1
1993,Texas,18.064,24324.2,5207.9,762.1,7.2,4.5286,58.7,4.25,144.5,3.0,23132.67,20.9
1994,Texas,18.438,24699.2,5208.4,706.5,6.6,4.4714,59.7,4.25,148.2,2.6,23753.53,20.4
1995,Texas,18.82,25987.6,5572.5,663.9,6.1,4.4143,61.4,4.25,152.4,2.8,24705.66,20.0
1996,Texas,19.21,28095.2,5371.2,644.4,5.8,4.3571,61.8,4.25,156.9,2.9,25913.9,19.0
1997,Texas,19.608,30620.6,5010.3,602.5,5.4,4.3,61.5,4.75,160.5,2.3,27426.0,18.2
1998,Texas,20.014,33090.2,4964.9,564.6,5.0,4.2,62.5,5.15,163.0,1.6,28861.44,17.8
1999,Texas,20.429000000000002,35583.1,5813.1,560.3,4.7,4.1,62.9,5.15,166.6,2.2,30469.84,17.7
2000,Texas,20.945999999999998,39510.6,5956.0,545.1,4.4,4.0,63.8,5.15,172.2,3.4,32154.82,17.3
2001,Texas,21.333000000000002,42568.7,6288.1,571.6,5.0,4.0,63.9,5.15,177.1,2.8,32921.92,17.7
2002,Texas,21.711,46058.7,7161.9,579.7,6.3,3.9,63.4,5.15,179.9,1.6,33252.09,18.0
2003,Texas,22.058000000000003,47932.2,8988.5,553.1,6.7,3.8,64.5,5.15,184.0,2.3,34064.95,17.9
2004,Texas,22.418000000000003,50077.7,7331.9,540.9,6.0,3.7,65.5,5.15,188.9,2.7,35648.55,17.9
2005,Texas,22.802,53191.7,6569.5,528.1,5.5,3.6,65.9,5.15,195.3,3.4,36952.94,17.6
2006,Texas,23.369,56436.7,7052.7,517.3,5.0,3.7,66.0,5.15,201.6,3.2,38651.41,16.9
2007,Texas,23.838,59462.2,6355.4,510.4,4.4,3.6,66.0,5.15,207.342,2.9,40405.48,16.5
2008,Texas,24.304000000000002,66399.4,6776.6,508.0,4.9,3.5,65.5,5.85,215.303,3.8,41334.97,16.1
2009,Texas,24.781999999999996,70870.9,9109.2,491.0,7.5,3.5,65.4,6.55,214.537,-0.4,40711.61,15.9
2010,Texas,25.241999999999997,74896.3,13844.6,448.4,8.2,3.6,65.3,7.25,218.05599999999998,1.6,41673.83,15.9
2011,Texas,25.646,73987.0,13420.3,408.6,8.0,3.6,64.3,7.25,224.93900000000002,3.2,42979.61,15.8
2012,Texas,26.084,71079.0,11821.0,408.6,6.7,3.4,64.3,7.25,229.59400000000002,2.1,44321.67,15.8
2013,Texas,26.48,72236.4,10238.1,410.3,6.3,3.3,63.3,7.25,232.957,1.5,44888.16,15.8
2014,Texas,26.963,77137.9,9444.8,406.7,5.2,3.2,62.2,7.25,236.736,1.6,46481.52,15.6
2015,Texas,27.469,80590.8,9228.6,412.7,4.5,3.1,61.9,7.25,237.017,0.1,48098.63,
2016,Texas,27.914,83924.6,10234.4,433.8,4.6,3.01,61.5,7.25,240.007,1.3,48642.15,
2017,Texas,28.291,90096.6,10344.0,437.8,4.3,2.9,61.7,7.25,245.12,2.1,50321.89,
2018,Texas,28.625,92259.9,10187.9,412.9,3.9,2.9,62.7,7.25,251.107,2.4,52145.8,
2019,Texas,28.987,100966.4,10381.7,418.9,3.5,2.7,62.4,7.25,255.657,1.8,54099.99,
2020,Texas,29.361,108047.9,10368.6,,7.6,,66.5,7.25,258.66,1.2,54640.99,
2021,Texas,29.74,114212.0,10410.4,,,,,,,4.8,,
2022,Texas,30.123,119550.5,10520.2,,,,,,,,,
2023,Texas,30.511999999999997,124064.3,10724.9,,,,,,,,,
2024,Texas,30.906,127812.3,11037.1,,,,,,,,,
2025,Texas,31.304000000000002,130938.6,11458.7,,,,,,,,,
2026,Texas,31.708000000000002,133660.5,11983.1,,,,,,,,,
1970,Utah,1.0590000000000002,339.9,34.1,137.7,,3.5,,1.3,38.8,5.8,6186.24,
1971,Utah,1.094,377.0,44.9,153.7,,3.75,,1.3,40.5,4.3,6497.08,
1972,Utah,1.13,413.8,51.6,183.2,,4.0,,1.6,41.8,3.3,7133.8,
1973,Utah,1.167,454.8,56.8,208.5,,4.25,,1.6,44.4,6.2,7580.16,
1974,Utah,1.205,497.2,57.1,214.6,,4.5,,1.6,49.3,11.1,8030.76,
1975,Utah,1.244,591.4,71.5,231.8,,4.75,,1.6,53.8,9.1,8630.92,
1976,Utah,1.285,699.9,115.8,220.6,5.6,5.0,,2.2,56.9,5.7,9226.48,19.4
1977,Utah,1.327,767.9,191.0,240.0,5.2,5.1,,2.2,60.6,6.5,9779.44,18.2
1978,Utah,1.37,822.3,217.8,271.8,3.9,5.2,,2.2,65.2,7.6,10556.03,17.1
1979,Utah,1.415,946.8,244.0,304.2,4.4,5.3,,2.9,72.6,11.3,11479.46,16.6
1980,Utah,1.4609999999999999,1086.7,268.1,303.3,6.3,5.2,,3.1,82.4,13.5,12513.46,16.6
1981,Utah,1.485,1118.7,348.6,298.6,6.7,5.1444,,3.35,90.9,10.3,13773.1,17.3
1982,Utah,1.51,1283.1,367.2,285.7,8.1,5.0889,,3.35,96.5,6.1,14531.34,17.6
1983,Utah,1.535,1378.2,474.7,256.0,9.0,5.0333,,3.35,99.6,3.2,15239.24,18.0
1984,Utah,1.561,1450.3,424.2,244.2,6.6,4.9778,69.9,3.35,103.9,4.3,16135.07,18.2
1985,Utah,1.587,1607.2,479.5,267.4,6.1,4.9222,71.5,3.35,107.6,3.5,16822.51,17.7
1986,Utah,1.6130000000000002,1772.2,537.8,266.7,6.1,4.8667,68.0,3.35,109.6,1.9,17321.82,17.0
1987,Utah,1.64,1811.6,619.7,229.8,6.3,4.8111,69.0,3.35,113.6,3.7,18426.51,17.0
1988,Utah,1.6669999999999998,1855.5,550.4,243.1,4.9,4.7556,70.2,3.35,118.3,4.1,19334.04,16.3
1989,Utah,1.695,1966.6,586.5,258.8,4.6,4.7,70.4,3.35,124.0,4.8,20099.55,16.0
1990,Utah,1.723,2079.3,731.1,283.9,4.4,4.7,70.1,3.35,130.7,5.4,21027.98,15.2
1991,Utah,1.768,2284.8,850.9,286.8,4.7,4.6429,70.7,3.8,136.2,4.2,21811.6,14.8
1992,Utah,1.815,2503.8,491.6,290.5,4.9,4.5857,70.0,4.25,140.3,3.0,22935.42,14.0
1993,Utah,1.8619999999999999,2693.1,535.7,301.0,4.0,4.5286,68.9,4.25,144.5,3.0,23132.67,12.9
1994,Utah,1.911,2985.4,498.3,304.5,3.7,4.4714,69.3,4.25,148.2,2.6,23753.53,11.5
1995,Utah,1.9609999999999999,3250.3,583.7,328.8,3.4,4.4143,71.5,4.25,152.4,2.8,24705.66,11.1
1996,Utah,2.013,3502.9,588.0,331.9,3.4,4.3571,72.7,4.25,156.9,2.9,25913.9,10.2
1997,Utah,2.066,3630.0,626.9,334.0,3.2,4.3,72.5,4.75,160.5,2.3,27426.0,9.1
1998,Utah,2.12,3890.6,627.3,314.2,3.6,4.2,73.7,5.15,163.0,1.6,28861.44,9.2
1999,Utah,2.176,4122.5,843.0,275.6,3.5,4.1,74.7,5.15,166.6,2.2,30469.84,9.8
2000,Utah,2.244,4297.8,702.7,255.7,3.3,4.0,72.7,5.15,172.2,3.4,32154.82,10.1
2001,Utah,2.291,4787.7,852.1,233.2,4.4,4.0,72.4,5.15,177.1,2.8,32921.92,10.5
2002,Utah,2.334,5303.6,916.3,236.7,5.7,3.9,72.8,5.15,179.9,1.6,33252.09,11.0
2003,Utah,2.38,5230.2,1133.1,250.4,5.6,3.8,73.4,5.15,184.0,2.3,34064.95,11.3
2004,Utah,2.439,5508.7,1031.1,233.3,5.0,3.7,74.9,5.15,188.9,2.7,35648.55,11.0
2005,Utah,2.5,5600.2,901.7,225.4,4.0,3.6,73.9,5.15,195.3,3.4,36952.94,11.0
2006,Utah,2.5839999999999996,6029.6,910.7,226.3,2.8,3.7,73.5,5.15,201.6,3.2,38651.41,10.2
2007,Utah,2.6639999999999997,6467.8,931.8,239.9,2.6,3.6,74.9,5.15,207.342,2.9,40405.48,10.1
2008,Utah,2.727,7566.9,977.5,225.3,3.3,3.5,76.2,5.85,215.303,3.8,41334.97,10.0
2009,Utah,2.785,7939.0,1397.0,215.4,7.3,3.5,74.1,6.55,214.537,-0.4,40711.61,9.9
2010,Utah,2.775,7472.6,1993.3,213.5,7.9,3.6,72.5,7.25,218.05599999999998,1.6,41673.83,10.0
2011,Utah,2.815,7882.4,1800.6,197.1,7.1,3.6,71.4,7.25,224.93900000000002,3.2,42979.61,10.4
2012,Utah,2.8539999999999996,8189.5,1747.2,208.0,4.8,3.4,71.1,7.25,229.59400000000002,2.1,44321.67,10.5
2013,Utah,2.8989999999999996,8418.7,1665.8,228.9,4.2,3.3,70.9,7.25,232.957,1.5,44888.16,10.6
2014,Utah,2.938,8307.3,1671.7,219.5,3.6,3.2,70.9,7.25,236.736,1.6,46481.52,9.8
2015,Utah,2.984,8770.8,1537.9,238.7,3.5,3.1,69.9,7.25,237.017,0.1,48098.63,
2016,Utah,3.0439999999999996,9637.4,1543.7,243.3,3.3,3.01,71.3,7.25,240.007,1.3,48642.15,
2017,Utah,3.1039999999999996,10058.3,1560.4,242.2,3.1,2.9,71.0,7.25,245.12,2.1,50321.89,
2018,Utah,3.155,10621.7,1541.4,239.4,2.9,2.9,72.2,7.25,251.107,2.4,52145.8,
2019,Utah,3.2030000000000003,10631.6,1690.6,235.6,2.5,2.7,71.9,7.25,255.657,1.8,54099.99,
2020,Utah,3.25,10669.6,1758.7,,4.7,,71.7,7.25,258.66,1.2,54640.99,
2021,Utah,3.2969999999999997,10790.6,1844.0,,,,,,,4.8,,
2022,Utah,3.345,11068.3,1938.5,,,,,,,,,
2023,Utah,3.3930000000000002,11527.1,2042.7,,,,,,,,,
2024,Utah,3.443,12162.0,2154.8,,,,,,,,,
2025,Utah,3.4930000000000003,12949.2,2270.3,,,,,,,,,
2026,Utah,3.543,13852.5,2384.4,,,,,,,,,
1970,Vermont,0.445,130.3,19.5,74.0,,3.5,,1.6,38.8,5.8,6186.24,
1971,Vermont,0.451,144.4,30.5,72.7,,3.75,,1.6,40.5,4.3,6497.08,
1972,Vermont,0.457,178.9,37.3,96.3,,4.0,,1.6,41.8,3.3,7133.8,
1973,Vermont,0.46399999999999997,160.5,42.1,70.5,,4.25,,1.6,44.4,6.2,7580.16,
1974,Vermont,0.47,188.0,36.2,75.1,,4.5,,1.6,49.3,11.1,8030.76,
1975,Vermont,0.47700000000000004,212.8,45.6,95.1,,4.75,,1.6,53.8,9.1,8630.92,
1976,Vermont,0.484,236.8,76.6,118.3,8.3,5.0,,2.3,56.9,5.7,9226.48,17.4
1977,Vermont,0.49,248.3,123.5,149.5,7.0,5.1,,2.3,60.6,6.5,9779.44,17.1
1978,Vermont,0.49700000000000005,261.4,118.3,166.3,5.7,5.2,,2.3,65.2,7.6,10556.03,17.3
1979,Vermont,0.504,303.4,114.4,184.2,5.0,5.3,,2.9,72.6,11.3,11479.46,17.2
1980,Vermont,0.511,325.4,127.8,178.8,5.9,5.2,,3.1,82.4,13.5,12513.46,17.5
1981,Vermont,0.516,354.7,162.3,128.0,5.8,5.1444,,3.35,90.9,10.3,13773.1,18.3
1982,Vermont,0.521,400.5,182.8,126.9,6.8,5.0889,,3.35,96.5,6.1,14531.34,17.8
1983,Vermont,0.526,417.1,207.4,132.6,6.5,5.0333,,3.35,99.6,3.2,15239.24,17.6
1984,Vermont,0.531,450.5,203.0,145.1,4.9,4.9778,66.9,3.35,103.9,4.3,16135.07,17.7
1985,Vermont,0.536,486.4,218.4,147.7,4.6,4.9222,69.5,3.35,107.6,3.5,16822.51,16.6
1986,Vermont,0.542,539.1,226.8,149.2,4.3,4.8667,69.8,3.35,109.6,1.9,17321.82,15.0
1987,Vermont,0.547,609.7,239.5,136.5,3.7,4.8111,70.5,3.35,113.6,3.7,18426.51,14.2
1988,Vermont,0.552,682.9,246.3,142.3,3.0,4.7556,68.7,3.55,118.3,4.1,19334.04,13.9
1989,Vermont,0.557,758.5,299.0,132.8,3.6,4.7,69.7,3.55,124.0,4.8,20099.55,13.5
1990,Vermont,0.563,857.6,349.7,127.2,4.7,4.7,72.6,3.55,130.7,5.4,21027.98,13.8
1991,Vermont,0.5670000000000001,907.1,447.2,116.8,5.9,4.6429,70.8,3.85,136.2,4.2,21811.6,14.4
1992,Vermont,0.5720000000000001,916.7,305.9,109.5,6.2,4.5857,70.8,4.25,140.3,3.0,22935.42,14.5
1993,Vermont,0.5760000000000001,894.5,311.5,114.2,5.2,4.5286,68.5,4.25,144.5,3.0,23132.67,14.5
1994,Vermont,0.581,957.7,321.5,96.9,4.4,4.4714,69.4,4.25,148.2,2.6,23753.53,14.2
1995,Vermont,0.585,992.8,344.2,118.3,4.2,4.4143,70.4,4.25,152.4,2.8,24705.66,13.2
1996,Vermont,0.59,1052.3,317.9,121.2,4.3,4.3571,70.3,4.75,156.9,2.9,25913.9,12.1
1997,Vermont,0.595,1129.3,317.8,119.7,3.9,4.3,69.1,5.0,160.5,2.3,27426.0,11.6
1998,Vermont,0.599,1181.1,302.8,106.3,3.5,4.2,69.1,5.25,163.0,1.6,28861.44,10.9
1999,Vermont,0.604,1243.3,302.5,113.9,3.1,4.1,69.1,5.25,166.6,2.2,30469.84,10.4
2000,Vermont,0.61,1341.2,346.9,113.5,2.8,4.0,68.7,5.75,172.2,3.4,32154.82,10.7
2001,Vermont,0.612,1410.3,371.3,105.1,3.3,4.0,69.8,6.25,177.1,2.8,32921.92,10.6
2002,Vermont,0.615,1474.3,437.4,106.7,3.8,3.9,70.3,6.25,179.9,1.6,33252.09,10.3
2003,Vermont,0.617,1660.6,570.8,114.2,4.4,3.8,71.4,6.25,184.0,2.3,34064.95,9.7
2004,Vermont,0.618,1775.4,578.5,114.8,3.7,3.7,72.0,6.75,188.9,2.7,35648.55,9.1
2005,Vermont,0.619,1920.0,511.9,125.6,3.5,3.6,74.2,7.0,195.3,3.4,36952.94,9.0
2006,Vermont,0.62,2045.1,437.6,145.1,3.7,3.7,74.0,7.25,201.6,3.2,38651.41,9.1
2007,Vermont,0.62,2170.7,487.9,129.1,3.9,3.6,73.7,7.53,207.342,2.9,40405.48,9.0
2008,Vermont,0.621,2231.8,526.9,137.5,4.5,3.5,72.8,7.68,215.303,3.8,41334.97,9.2
2009,Vermont,0.622,2291.4,621.7,134.6,6.2,3.5,74.3,8.06,214.537,-0.4,40711.61,9.5
2010,Vermont,0.626,2364.7,744.8,131.0,6.3,3.6,73.6,8.06,218.05599999999998,1.6,41673.83,9.3
2011,Vermont,0.627,2396.7,622.4,147.6,5.6,3.6,74.6,8.15,224.93900000000002,3.2,42979.61,9.3
2012,Vermont,0.626,2427.6,876.4,142.3,4.8,3.4,73.4,8.46,229.59400000000002,2.1,44321.67,9.4
2013,Vermont,0.627,2525.5,885.5,123.6,4.4,3.3,73.0,8.6,232.957,1.5,44888.16,9.4
2014,Vermont,0.626,2581.6,950.3,102.6,4.0,3.2,73.5,8.73,236.736,1.6,46481.52,8.8
2015,Vermont,0.626,2630.3,902.7,119.3,3.5,3.1,71.8,9.15,237.017,0.1,48098.63,
2016,Vermont,0.624,2773.6,932.1,136.5,3.1,3.01,71.3,9.6,240.007,1.3,48642.15,
2017,Vermont,0.625,2861.7,942.2,173.3,3.0,2.9,71.1,10.0,245.12,2.1,50321.89,
2018,Vermont,0.625,3083.2,916.4,185.0,2.6,2.9,71.4,10.5,251.107,2.4,52145.8,
2019,Vermont,0.624,2992.6,849.5,202.2,2.3,2.7,70.9,10.96,255.657,1.8,54099.99,
2020,Vermont,0.623,2957.2,835.0,,5.6,,73.1,10.96,258.66,1.2,54640.99,
2021,Vermont,0.623,2935.1,827.8,,,,,,,4.8,,
2022,Vermont,0.622,2945.6,830.2,,,,,,,,,
2023,Vermont,0.621,2998.0,844.9,,,,,,,,,
2024,Vermont,0.621,3095.8,872.8,,,,,,,,,
2025,Vermont,0.62,3237.7,913.5,,,,,,,,,
